Centro bankia|Nombre Largo|centro espejo CBK|Nombre en CBK
3131|Oficina 3131|8272|OF. SAN JAVIER-SANTIAGO DE LA RIBER
3132|Oficina 3132|8287|OF. MURCIA-LA ÑORA
3139|Oficina 3139|8300|OF. MURCIA-EL ESPARRAGAL
3140|Oficina 3140|8310|OF. CARAVACA DE LA CRUZ-ARCHIVEL
3143|Oficina 3143|8314|OF. CAMPOS DEL RIO
3144|Oficina 3144|8325|OF. ALHAMA DE MURCIA-ESPUÑA
3145|Oficina 3145|8327|OF. ABANILLA
3146|Oficina 3146|8159|OF. LORCA-LA PACA
3147|Oficina 3147|8190|OF. CARAVACA DE LA CRUZ-BARRANDA
3148|Oficina 3148|8248|OF. TORRE PACHECO-BALSICAS
3149|Oficina 3149|8252|OF. MURCIA-SUCINA
3151|Oficina 3151|8271|OF. ALEDO
3152|Oficina 3152|8297|OF. TOTANA-EL PARETÓN
3153|Oficina 3153|8318|OF. CARTAGENA-LOS BELONES
3154|Oficina 3154|8322|OF. MURCIA-RINCÓN DE SECA
3155|Oficina 3155|8243|OF. LORCA-PURIAS
3156|Oficina 3156|8260|OF. RICOTE
3157|Oficina 3157|8274|OF. MURCIA-CASILLAS
3158|Oficina 3158|8284|OF. MURCIA-CHURRA
3159|Oficina 3159|8291|OF. MURCIA-ABENARABI
3162|Oficina 3162|8292|OF. MURCIA-LOS MARTÍNEZ DEL PUERTO
3163|Oficina 3163|8293|OF. PUERTO LUMBRERAS-EL ESPARRAGAL
3165|Oficina 3165|8296|OF. MURCIA-CORVERA
3166|Oficina 3166|3965|OF. SAN PEDRO DEL PINATAR-LO PAGÁN
3167|Oficina 3167|2932|OF. CARTAGENA-ALUMBRES
3168|Oficina 3168|2933|OF. CARTAGENA-MOLINOS MARFAGONES
3169|Oficina 3169|1395|OF. SAN JAVIER-EL MIRADOR
3197|Oficina 3197|1355|OF. ROJALES
3198|Oficina 3198|651|OF. PILAR DE LA HORADADA
3199|Oficina 3199|8231|OF. SAN MIGUEL DE SALINAS
3200|Oficina 3200|1750|OF. COX
3201|Oficina 3201|4597|OF. DOLORES
3203|Oficina 3203|3700|OF. BIGASTRO
3206|Oficina 3206|2761|OF. CASTALLA
3207|Oficina 3207|1765|OF. ORIHUELA-LA ZENIA
3209|Oficina 3209|1365|OF. ELCHE-MIGUEL HERNÁNDEZ
3210|Oficina 3210|8174|OF. ELCHE-ALTABIX
3217|Oficina 3217|8202|OF. ORIHUELA-TEODOMIRO
3219|Oficina 3219|1460|OF. ELCHE-EL ALTET
3221|Oficina 3221|8237|OF. LOS MONTESINOS
3222|Oficina 3222|8246|OF. ORIHUELA-LA MURADA
3223|Oficina 3223|8251|OF. TORREVIEJA-RAMON GALLUD
3224|Oficina 3224|8254|OF. TORREVIEJA-ANTONIO MACHADO
3227|Oficina 3227|8268|OF. ELCHE-LAS BAYAS
3228|Oficina 3228|8304|OF. SANTA POLA-GRAN ALACANT
3231|Oficina 3231|8306|OF. BENEJÚZAR
3233|Oficina 3233|278|OF. REDOVÁN
3235|Oficina 3235|4310|OF. ELCHE-CARRUS
3238|Oficina 3238|5939|OF. EL PINÓS
3246|Oficina 3246|8183|OF. MURCIA-LOBOSILLO
3247|Oficina 3247|6285|OF. LORCA-LA HOYA
3248|Oficina 3248|6367|OF. CALASPARRA-VALENTÍN
3249|Oficina 3249|6910|OF. TORRE PACHECO-SAN CAYETANO
3250|Oficina 3250|2549|OF. MURCIA-EL PALMAR CIUDAD JARDÍN
3251|Oficina 3251|2045|OF. ALBATERA
3252|Oficina 3252|6392|OF. CATRAL
3255|Oficina 3255|7938|OF. MURCIA-PATIÑO
3268|Oficina 3268|6214|OF. PALMA-COLL D´EN RABASSA
3270|Oficina 3270|6372|OF. PALMA-JOAN ALCOVER
3271|Oficina 3271|6882|OF. PALMA-LUCA DE TENA
3272|Oficina 3272|7043|OF. S´ARENAL-PALMA
3273|Oficina 3273|7963|OF. PALMA-SON GOTLEU
3275|Oficina 3275|6268|OF. PALMA-COTLLIURE
3276|Oficina 3276|6864|OF. PALMA-SON ESPANYOLET
3278|Oficina 3278|6868|OF. PALMA-SA VILETA
3279|Oficina 3279|6899|OF. PALMA-SON COTONER
3280|Oficina 3280|7929|OF. PALMA-SON RAPINYA
3282|Oficina 3282|7945|OF. PALMA-ES VIVER
3284|Oficina 3284|7962|OF. ALARÓ
3285|Oficina 3285|2607|OF. ALAIOR
3286|Oficina 3286|6216|OF. ARTÀ
3287|Oficina 3287|6888|OF. ANDRATX
3288|Oficina 3288|7925|OF. CAMPOS
3289|Oficina 3289|8009|OF. CALVIÀ
3290|Oficina 3290|8076|OF. CIUTADELLA
3292|Oficina 3292|6169|OF. INCA
3293|Oficina 3293|6227|OF. SA POBLA
3294|Oficina 3294|6302|OF. LLOSETA
3295|Oficina 3295|6816|OF. LLUCMAJOR
3297|Oficina 3297|7034|OF. MARIA DE LA SALUT
3298|Oficina 3298|7949|OF. MAÓ
3299|Oficina 3299|2578|OF. POLLENÇA
3300|OFICINA 3300|6259|OF. CIUDAD REAL-PLAZA DEL PILAR
3301|OFICINA 3301|6316|OF. VALDEPEÑAS-6 DE JUNIO
3302|OFICINA 3302|7969|OF. PUERTOLLANO-PASEO SAN GREGORIO
3303|OFICINA 3303|7988|OF. ALCÁZAR SAN JUAN-CASTELAR
3304|OFICINA 3304|8014|OF. DAIMIEL
3305|OFICINA 3305|5833|OF. MANZANARES-GRAN TEATRO
3306|OFICINA 3306|6335|OF. LA SOLANA
3307|OFICINA 3307|8125|OF. TOMELLOSO-CALLE CAMPO
3308|OFICINA 3308|3447|OF. CIUDAD REAL-PLAZA DE LA DIPUTAC
3309|OFICINA 3309|5771|OF. PUERTOLLANO-CARRETERA ALMODÓVAR
3310|OFICINA 3310|6875|OF. BOLAÑOS DE CALATRAVA
3311|OFICINA 3311|7955|OF. MORAL DE CALATRAVA
3312|OFICINA 3312|8023|OF. SOCUÉLLAMOS
3313|OFICINA 3313|5634|OF. PEDRO MUÑOZ
3314|OFICINA 3314|8108|OF. ALMAGRO
3315|OFICINA 3315|6874|OF. VILLARRUBIA DE LOS OJOS
3317|OFICINA 3317|8181|OF. ALCÁZAR SAN JUAN-LORENZO RIVAS
3318|OFICINA 3318|6023|OF. MEMBRILLA
3319|OFICINA 3319|6346|OF. ARGAMASILLA DE ALBA
3320|OFICINA 3320|3582|OF. ARGAMASILLA DE CALATRAVA
3321|OFICINA 3321|8004|OF. ALMODÓVAR DEL CAMPO
3322|OFICINA 3322|8123|OF. CAMPO DE CRIPTANA
3323|OFICINA 3323|8227|OF. VILLANUEVA DE LOS INFANTES
3324|OFICINA 3324|8155|OF. MALAGÓN
3325|OFICINA 3325|8170|OF. MIGUELTURRA
3326|OFICINA 3326|8172|OF. CALZADA DE CALATRAVA
3327|OFICINA 3327|8189|OF. CARRIÓN DE CALATRAVA
3329|OFICINA 3329|6907|OF. VISO DEL MARQUÉS
3332|OFICINA 3332|8117|OF. CIUDAD REAL-TORREÓN
3333|OFICINA 3333|8158|OF. PUERTOLLANO-AYUNTAMIENTO
3334|OFICINA 3334|8185|OF. TOMELLOSO-DON VÍCTOR
3335|OFICINA 3335|8211|OF. VILLANUEVA DE LA FUENTE
3340|OFICINA 3340|6376|OF. PUERTOLLANO-1º DE MAYO
3341|OFICINA 3341|8157|OF. PIEDRABUENA
3343|OFICINA 3343|8209|OF. ALMADÉN
3347|OFICINA 3347|8256|OF. SANTA CRUZ DE MUDELA
3358|OFICINA 3358|8277|OF. HERENCIA
3362|OFICINA 3362|8176|OF. CIUDAD REAL-RONDA DE ALARCOS
3364|OFICINA 3364|8177|OF. VALDEPEÑAS-GREGORIO PRIETO
3375|OFICINA 3375|8204|OF. EL ROBLEDO
3380|Oficina 3380|8230|OF. PORTOCRISTO
3381|Oficina 3381|3345|OF. PORT D'ANDRATX
3383|Oficina 3383|5802|OF. SENCELLES
3384|Oficina 3384|6842|OF. SANT JOAN
3385|Oficina 3385|8162|OF. SANT ANTONI DE PORTMANY
3386|Oficina 3386|8233|OF. SANTA EULÀRIA
3387|Oficina 3387|5921|OF. SANTA MARIA DEL CAMÍ
3388|Oficina 3388|7039|OF. SANTANYÍ
3389|Oficina 3389|7293|OF. SÒLLER
3390|Oficina 3390|4371|OF. PALMANOVA
3391|Oficina 3391|6853|OF. ES CASTELL
3392|Oficina 3392|4618|OF. ESPORLES
3393|Oficina 3393|8320|OF. FELANITX
3394|Oficina 3394|8347|OF. MURO
3395|Oficina 3395|8139|OF. PORRERES
3396|Oficina 3396|8113|OF. MARRATXÍ-PÒRTOL
3397|Oficina 3397|6034|OF. PORT DE SÓLLER
3398|Oficina 3398|6184|OF. SANT LLUÍS
3399|Oficina 3399|6384|OF. VALLDEMOSSA
3400|Oficina 3400|6396|OF. COLÒNIA DE SANT JORDI
3401|Oficina 3401|7932|OF. PETRA
3402|Oficina 3402|8030|OF. VILAFRANCA DE BONANY
3403|Oficina 3403|6291|OF. SINEU
3404|Oficina 3404|6394|OF. CALA RAJADA
3405|Oficina 3405|6919|OF. CAN PICAFORT
3406|Oficina 3406|7023|OF. BINISSALEM
3407|Oficina 3407|7967|OF. BÚGER
3408|Oficina 3408|7973|OF. CALA D´OR
3409|Oficina 3409|6084|OF. FORMENTERA-SANT FERRAN
3410|Oficina 3410|6328|OF. PALMA-SON FERRIOL
3411|Oficina 3411|6914|OF. PALMA-SON SARDINA
3413|Oficina 3413|7948|OF. PALMA-ES PIL·LARÍ
3414|Oficina 3414|6295|OF. SANTA EUGÈNIA
3415|Oficina 3415|6863|OF. PALMA-ES MOLINAR
3416|Oficina 3416|3701|OF. PUIGPUNYENT
3417|Oficina 3417|8121|OF. MARRATXÍ-SA CABANETA
3418|Oficina 3418|8122|OF. PALMA-SON DURETA
3425|Oficina 3425|8124|OF. LLUBÍ
3426|Oficina 3426|8127|OF. PALMA-SON OLIVA
3429|OFICINA ÁGIL 3429|5641|OF. ÁGIL PALMA-PERE GARAU
3430|Oficina 3430|6891|OF. FERRERIES
3431|Oficina 3431|8109|OF. PALMA-ES RAFAL
3432|Oficina 3432|4440|OF. PALMA-SANT MIQUEL
3433|Oficina 3433|8118|OF. BUNYOLA
3435|Oficina 3435|3708|OF. PALMA-SON FUSTER
3437|Oficina 3437|8142|OF. SANTA MARGALIDA
3438|Oficina 3438|8156|OF. EIVISSA-ISIDOR MACABICH
3441|Oficina 3441|8143|OF. CALA MILLOR
3442|Oficina 3442|8154|OF. INCA-CRIST REI
3444|Oficina 3444|8165|OF. MANACOR-PLAÇA SA MORA
3445|Oficina 3445|8207|OF. MONTUÏRI
3449|Oficina 3449|653|OF. CALVIÀ-PORTALS NOUS
3454|Oficina 3454|4661|OF. ES MERCADAL
3457|Oficina 3457|4666|OF. ALQUERIA BLANCA
3458|Oficina 3458|4150|OF. ALCÚDIA
3460|Oficina 3460|5493|OF. CALVIÀ-PEGUERA
3461|Oficina 3461|7356|OF. PALMA-ALEXANDER FLEMING
3462|Oficina 3462|7428|OF. SANT LLORENÇ
3463|Oficina 3463|7432|OF. PALMA-AVINGUDA ARGENTINA
3465|Oficina 3465|7335|OF. CALVIÀ-SON FERRER
3466|Oficina 3466|7355|OF. EIVISSA-FIGUERETES
3469|Oficina 3469|7373|OF. MARRATXÍ-PONT D'INCA
3470|Oficina 3470|7354|OF. MARRATXÍ-SA CABANA
3471|Oficina 3471|7359|OF. PALMA-UNIVERSITAT
3472|Oficina 3472|7383|OF. CONSELL
3476|Oficina 3476|7388|OF. PALMA-CARRETERA DE VALLDEMOSSA
3477|Oficina 3477|7387|OF. SANTA EULÀRIA-PUIG D'EN VALLS
3480|Oficina 3480|3550|OF. PALMA-SANT AGUSTÍ
3482|Oficina 3482|7340|OF. ALGAIDA
3483|Oficina 3483|7379|OF. PALMA-POLÍGON CAN VALERO
3486|Oficina 3486|7333|OF. PALMANYOLA
3487|Oficina 3487|479|OF. PALMA-SECAR DE LA REAL
3489|Oficina 3489|7384|OF. SELVA
3492|Oficina 3492|7352|OF. SANTA EULÀRIA-JESÚS
3493|Oficina 3493|6327|OF. SANTA GERTRUDIS
3497|Oficina 3497|7334|OF. LLUCMAJOR-MAIORIS
3498|Oficina 3498|6078|OF. MAÓ-MALBÚGER
3502|Oficina 3502|8024|OF. PALMA-PLATJA DE PALMA
3503|Oficina 3503|5992|OF. PALMA-POLÍGON SON CASTELLÓ
3505|Oficina 3505|4224|OF. GRANADA-GRAN VÍA
3506|OFICINA ÁGIL 3506|5705|OF. ÁGIL GRANADA-REYES CATÓLICOS
3507|Oficina 3507|5814|OF. GRANADA-TRIUNFO
3508|Oficina 3508|6241|OF. GRANADA-AVENIDA DE DÍLAR
3509|Oficina 3509|8194|OF. GRANADA-LA CHANA
3510|Oficina 3510|8145|OF. GRANADA-RECOGIDAS
3511|Oficina 3511|4445|OF. GRANADA-ALBAICÍN
3512|Oficina 3512|6147|OF. GRANADA-CAMINO DE RONDA
3513|Oficina 3513|8134|OF. GRANADA-REALEJO
3516|Oficina 3516|4304|OF. ALBOLOTE
3517|Oficina 3517|6143|OF. ALBUÑOL
3518|Oficina 3518|8150|OF. ALBUÑUELAS
3519|Oficina 3519|3779|OF. ALCALÁ LA REAL
3520|Oficina 3520|5603|OF. ALCAUDETE
3521|Oficina 3521|8110|OF. ALCUDIA DE GUADIX
3522|Oficina 3522|4441|OF. ALFACAR
3523|Oficina 3523|5862|OF. ALGARINEJO
3524|Oficina 3524|8107|OF. ALHAMA DE GRANADA
3525|Oficina 3525|8169|OF. ALHENDÍN
3526|Oficina 3526|4250|OF. ALMUÑÉCAR-ALTILLO
3527|Oficina 3527|5973|OF. ARMILLA-PONIENTE
3528|Oficina 3528|4134|OF. ATARFE
3529|Oficina 3529|5964|OF. BAZA-ALAMILLOS
3530|Oficina 3530|8161|OF. BEDMAR
3531|Oficina 3531|6984|OF. BENALÚA
3532|Oficina 3532|6988|OF. BENAMAUREL
3533|Oficina 3533|7006|OF. CABRA DE SANTO CRISTO
3534|Oficina 3534|7075|OF. CÁDIAR
3535|Oficina 3535|7077|OF. CAMPILLO DE ARENAS
3536|Oficina 3536|7079|OF. CAMPOTÉJAR
3537|Oficina 3537|8140|OF. CANENA
3538|Oficina 3538|3648|OF. CANILES
3539|Oficina 3539|3448|OF. CASTELL DE FERRO
3540|Oficina 3540|3289|OF. CASTILLÉJAR
3541|Oficina 3541|3409|OF. CASTRIL
3542|Oficina 3542|1181|OF. CAZORLA
3543|Oficina 3543|1151|OF. COGOLLOS DE LA VEGA
3544|Oficina 3544|678|OF. CORTES DE BAZA
3545|Oficina 3545|3495|OF. CUEVAS DEL CAMPO
3546|Oficina 3546|3436|OF. CÚLLAR
3547|Oficina 3547|3209|OF. CÚLLAR VEGA
3548|Oficina 3548|1190|OF. CHAUCHINA
3549|Oficina 3549|1140|OF. CHIMENEAS
3550|Oficina 3550|1314|OF. CHURRIANA DE LA VEGA
3551|Oficina 3551|3280|OF. DEIFONTES
3552|Oficina 3552|1407|OF. DIEZMA
3553|Oficina 3553|922|OF. DÚRCAL
3554|Oficina 3554|770|OF. FUENTE VAQUEROS
3555|Oficina 3555|3481|OF. LAS GABIAS
3556|Oficina 3556|3186|OF. GÓJAR
3557|Oficina 3557|1125|OF. GUADAHORTUNA
3558|Oficina 3558|1146|OF. GUADIX-MEDINA OLMOS
3559|Oficina 3559|480|OF. HUELMA
3560|Oficina 3560|6887|OF. HUÉNEJA
3561|Oficina 3561|3439|OF. HUÉSCAR
3562|Oficina 3562|3426|OF. HUÉTOR TÁJAR
3563|Oficina 3563|3212|OF. ÍLLORA
3564|Oficina 3564|1116|OF. IZNALLOZ
3565|Oficina 3565|465|OF. JAYENA
3566|Oficina 3566|7939|OF. JEREZ DEL MARQUESADO
3567|Oficina 3567|3399|OF. JIMENA
3568|Oficina 3568|3214|OF. JÓDAR-GENERAL FRESNEDA
3569|Oficina 3569|1087|OF. LA BOBADILLA
3570|Oficina 3570|978|OF. LA CALAHORRA
3571|Oficina 3571|481|OF. LÁCHAR
3572|Oficina 3572|4767|OF. LANJARÓN
3573|Oficina 3573|4740|OF. LA RÁBITA
3574|Oficina 3574|4435|OF. LA ZUBIA
3575|Oficina 3575|1137|OF. LOJA-DUQUE DE VALENCIA
3576|Oficina 3576|5750|OF. MANCHA REAL
3577|Oficina 3577|6277|OF. MARACENA-ERMITA
3578|Oficina 3578|3199|OF. MELEGÍS
3579|Oficina 3579|4212|OF. MOLVÍZAR
3580|Oficina 3580|3332|OF. MONTEFRIO
3581|Oficina 3581|3248|OF. MONTEJÍCAR
3582|Oficina 3582|2071|OF. MORALEDA DE ZAFAYONA
3583|Oficina 3583|2056|OF. MOTRIL-NUEVA
3584|Oficina 3584|2066|OF. NOALEJO
3585|Oficina 3585|575|OF. ORCE
3586|Oficina 3586|365|OF. ÓRGIVA
3587|Oficina 3587|5317|OF. OTURA
3588|Oficina 3588|5529|OF. EL PADUL
3589|Oficina 3589|6424|OF. PEAL DE BECERRO
3590|Oficina 3590|4676|OF. PEDRO MARTÍNEZ
3591|Oficina 3591|4222|OF. PINOS PUENTE
3592|Oficina 3592|3951|OF. PIÑAR
3593|Oficina 3593|3428|OF. POZO ALCÓN
3594|Oficina 3594|3470|OF. PUEBLA DE DON FADRIQUE
3595|Oficina 3595|3134|OF. HUÉTOR VEGA
3596|Oficina 3596|3176|OF. PURULLENA
3597|Oficina 3597|2823|OF. QUESADA
3598|Oficina 3598|2336|OF. SABIOTE
3599|Oficina 3599|2133|OF. SALAR
3600|Oficina 3600|5563|OF. SALOBREÑA
3601|Oficina 3601|944|OF. SANTA FÉ
3602|Oficina 3602|3095|OF. SANTO TOMÉ
3603|Oficina 3603|3337|OF. LECRÍN
3604|Oficina 3604|3242|OF. TORRE CARDELA
3605|Oficina 3605|1971|OF. TORREPEROGIL
3606|Oficina 3606|1560|OF. TORRES
3607|Oficina 3607|741|OF. ÚBEDA-CORREDERA DE SAN FERNANDO
3608|Oficina 3608|5605|OF. UGÍJAR
3609|Oficina 3609|6438|OF. VALDERRUBIO
3610|Oficina 3610|4641|OF. VÉLEZ DE BENAUDALLA
3611|Oficina 3611|4634|OF. VENTAS DE HUELMA
3612|Oficina 3612|4527|OF. VILLANUEVA MESÍA
3613|Oficina 3613|4060|OF. ZAFARRAYA
3614|Oficina 3614|2863|OF. ZÚJAR
3615|Oficina 3615|2728|OF. PITRES
3616|Oficina 3616|1313|OF. CALAHONDA
3617|Oficina 3617|5664|OF. OTIVAR
3619|Oficina 3619|8239|OF. PELIGROS-PINTOR VELAZQUEZ
3621|Oficina 3621|4930|OF. GRANADA-GRAN CAPITÁN
3623|Oficina 3623|4407|OF. ANDÚJAR
3624|Oficina 3624|4166|OF. LINARES-ISAAC PERAL
3625|Oficina 3625|3265|OF. BAILÉN
3626|Oficina 3626|3131|OF. LA CAROLINA
3627|Oficina 3627|3299|OF. TORREDONJIMENO
3629|Oficina 3629|2876|OF. VILLANUEVA DEL ARZOBISPO
3630|Oficina 3630|5035|OF. RUS
3631|Oficina 3631|5759|OF. TORRENUEVA
3632|Oficina 3632|6332|OF. GRANADA-CARTUJA
3635|Oficina 3635|8197|OF. BAEZA
3636|Oficina 3636|4217|OF. BENALÚA DE LAS VILLAS
3637|Oficina 3637|4449|OF. GRANADA-PALENCIA
3639|Oficina 3639|4642|OF. CENES DE LA VEGA
3640|Oficina 3640|4205|OF. SIERRA NEVADA
3641|Oficina 3641|3152|OF. LOPERA
3642|Oficina 3642|1412|OF. ARJONILLA
3643|Oficina 3643|1268|OF. VILLANUEVA DE LA REINA
3644|Oficina 3644|5302|OF. MENGÍBAR
3646|Oficina 3646|5604|OF. JAÉN-SANTA MARÍA DEL VALLE
3647|Oficina 3647|6344|OF. JAÉN-SAN FRANCISCO
3648|Oficina 3648|6444|OF. HUÉTOR DE SANTILLAN
3649|Oficina 3649|6490|OF. JAÉN-PASEO DE LA ESTACIÓN-MUSEO
3650|Oficina 3650|6837|OF. TORRE DEL CAMPO
3651|Oficina 3651|4901|OF. MARTOS
3652|Oficina 3652|4837|OF. GRANADA-CIUDAD DE LOS CÁRMENES
3653|Oficina 3653|3770|OF. GRANADA-DIVINA INFANTITA
3654|Oficina 3654|3829|OF. GRANADA-RIBERA DEL GENIL
3657|Oficina 3657|3616|OF. GRANADA-LAS TORRES
3661|Oficina 3661|2010|OF. CÁDIZ-ANCHA
3662|Oficina 3662|735|OF. MOTRIL-ANCHA
3666|Oficina 3666|5113|OF. ALOMARTES
3667|Oficina 3667|5449|OF. EL EJIDO
3668|Oficina 3668|6580|OF. ADRA
3669|Oficina 3669|6885|OF. ROQUETAS DE MAR
3670|Oficina 3670|8003|OF. DARRO
3671|Oficina 3671|4318|OF. MOTRIL-AVENIDA DE SALOBREÑA
3672|Oficina 3672|1822|OF. LA HERRADURA
3674|Oficina 3674|3889|OF. MARBELLA
3675|Oficina 3675|4834|OF. FUENGIROLA
3679|Oficina 3679|4755|OF. OGÍJARES
3680|Oficina 3680|4408|OF. SAN PEDRO DE ALCANTARA
3681|Oficina 3681|3923|OF. TIENA
3682|Oficina 3682|1557|OF. PUERTO LOPE
3683|Oficina 3683|4983|OF. ALMUÑÉCAR-KUWAIT
3684|Oficina 3684|5307|OF. BAZA-CARRETERA DE MURCIA
3685|Oficina 3685|5878|OF. BENALMÁDENA
3686|Oficina 3686|6449|OF. ESTEPONA
3687|Oficina 3687|8144|OF. MÁLAGA-EUGENIO GROSS
3688|Oficina 3688|8179|OF. TORRE DEL MAR
3691|Oficina 3691|3623|OF. ALMERÍA-SANTIAGO
3693|Oficina 3693|4692|OF. GUADIX-MARIANA PINEDA
3696|Oficina 3696|4194|OF. DÍLAR
3697|Oficina 3697|3939|OF. ALBOLOTE-JUNCARIL
3698|Oficina 3698|3515|OF. PELIGROS-ASEGRA
3700|Oficina 3700|2824|OF. ANTEQUERA
3702|Oficina 3702|338|OF. MONACHIL
3703|Oficina 3703|5746|OF. JÓDAR-DOMINGO ARROQUIA
3704|Oficina 3704|5968|OF. LOJA-LOS ÁNGELES
3705|Oficina 3705|6442|OF. VENTAS DE ZAFARRAYA
3710|Oficina 3710|6477|OF. CARCHUNA
3711|Oficina 3711|6911|OF. PULIANAS
3712|Oficina 3712|8135|OF. GRANADA-PALACIO DE DEPORTES
3713|Oficina 3713|4557|OF. LUCENA
3715|Oficina 3715|4290|OF. JUN
3716|Oficina 3716|4307|OF. BAENA
3717|Oficina 3717|4308|OF. PRIEGO DE CÓRDOBA
3718|Oficina 3718|3716|OF. ÉCIJA
3719|Oficina 3719|2962|OF. ALGECIRAS
3720|Oficina 3720|914|OF. GRANADA-JOAQUINA EGUARAS
3721|Oficina 3721|5559|OF. ZUJAIRA-CASA NUEVA
3722|Oficina 3722|5861|OF. CIJUELA
3723|Oficina 3723|6453|OF. MÁLAGA-ORTEGA Y GASSET
3724|Oficina 3724|6487|OF. ALMERÍA-CALLE GRANADA
3725|Oficina 3725|6503|OF. LA MOJONERA
3726|Oficina 3726|4704|OF. CAMPOHERMOSO
3727|Oficina 3727|4754|OF. ALMERÍA-FEDERICO GARCÍA LORCA
3728|Oficina 3728|4488|OF. PUENTE DE GÉNAVE
3729|Oficina 3729|4124|OF. AGUADULCE
3733|Oficina 3733|3757|OF. MELILLA
3734|Oficina 3734|3617|OF. HUÉRCAL OVERA
3735|Oficina 3735|1859|OF. HUÉRCAL DE ALMERIA
3736|Oficina 3736|5653|OF. VERA
3739|Oficina 3739|5726|OF. LA MALAHÁ
3741|Oficina 3741|6057|OF. RINCÓN DE LA VICTORIA
3743|Oficina 3743|7035|OF. ARMILLA-CC NEVADA SHOPPING
3744|Oficina 3744|8153|OF. GARRUCHA
3745|Oficina 3745|1758|OF. MOJACAR
3746|Oficina 3746|3207|OF. CUEVAS DEL ALMANZORA
3747|Oficina 3747|4898|OF. ALBOX
3749|Oficina 3749|4619|OF. MONTILLA
3750|Oficina 3750|4632|OF. VEGAS DE GENIL
3767|SUCURSAL BCA PRIVADA MURCIA|2073|SUCURSAL BCA PRIVADA MURCIA
3768|SUCURSAL BCA PRIVADA GRANADA|1552|SUCURSAL BCA PRIVADA GRANADA
3769|SUCURSAL BCA PRIVADA BALEARES|704|SUCURSAL BCA PRIVADA BALEARES
4002|OFICINA 4002|5424|OF. LUGO-ARMAÑA
4003|OFICINA 4003|5515|OF. PONTEVEDRA-CASTELAO
4004|OFICINA 4004|5517|OF. A CORUÑA-JUAN FLOREZ
4007|OFICINA 4007|6430|OF. SANTIAGO COMPOSTELA-HORREO
4008|OFICINA 4008|4249|OF. OURENSE-JUAN XXIII
4009|OFICINA 4009|4682|OF. A CORUÑA-FERNÁNDEZ LATORRE
4016|OFICINA 4016|4691|OF. VIGO-URZÁIZ CENTRO
4020|OFICINA 4020|4491|OF. VIGO-PLAZA AMÉRICA
4023|OFICINA 4023|4203|OF. A CORUÑA-CALLE BARCELONA
4026|OFICINA 4026|1945|OF. OURENSE-EL PUENTE
4027|OFICINA 4027|1787|OF. VIGO-GRAN VÍA
4030|OFICINA 4030|485|OF. A CORUÑA-MONELOS
4037|OFICINA 4037|5254|OF. LUGO-AV. CORUÑA
4040|OFICINA 4040|5514|OF. SANTIAGO COMPOSTELA-DOUTOR TEIX
4043|OFICINA 4043|6432|OF. VIGO-CALVARIO
4045|CENTRO DE EMPRESAS 4045|6433|CENTRO EMPRESAS DE PONTEVEDRA II
4100|OFICINA 4100|6471|OF. OVIEDO-URÍA
4102|OFICINA 4102|8869|OF. GIJÓN-CONSTITUCIÓN
4105|OFICINA 4105|4633|OF. MIERES
4106|OFICINA 4106|3879|OF. POLA DE SIERO
4107|OFICINA 4107|2464|OF. OVIEDO-PUMARÍN
4108|OFICINA 4108|2321|OF. OVIEDO-AV. DE GALICIA
4110|OFICINA 4110|2373|OF. LUGONES
4111|OFICINA 4111|1431|OF. GIJÓN-AV. DE LA COSTA
4115|CENTRO DE EMPRESAS 4115|5395|CENTRO EMPRESAS OVIEDO II
4118|CENTRO DE EMPRESAS 4118|5426|CENTRO EMPRESAS DE A CORUÑA II
4119|CENTRO DE EMPRESAS 4119|5427|CENTRO EMPRESAS TOLEDO II
4120|CENTRO DE EMPRESAS 4120|5428|C. EMPRESAS CORDOBA III
4122|CENTRO DE EMPRESAS 4122|5500|CENTRO EMPRESAS BADAJOZ II
4123|CENTRO DE EMPRESAS 4123|5590|CENTRO EMPRESAS ALBACETE II
4124|CENTRO DE EMPRESAS 4124|6192|CENTRO EMPRESAS CIUDAD REAL II
4125|CENTRO DE EMPRESAS 4125|3809|CORNER EMPRESAS CACERES
4127|CENTRO DE EMPRESAS 4127|4703|CORNER EMPRESAS SALAMANCA
4130|CENTRO DE EMPRESAS 4130|4728|CORNER EMPRESAS JAÉN
4132|CENTRO DE EMPRESAS 4132|4444|CENTRO DE EMPRESAS LEÓN II
4133|CENTRO DE EMPRESAS 4133|2151|CENTRO EMPRESAS CADIZ II
4136|CENTRO DE EMPRESAS 4136|1882|CORNER EMPRESAS SEGOVIA
4200|OFICINA 4200|595|OF. VITORIA-GASTEIZ-GRAL. ÁLAVA
4201|OFICINA 4201|5725|OF. DONOSTIA-SAN SEBASTIÁN-URBIETA
4202|OFICINA 4202|6429|OF. BILBAO-RODRÍGUEZ ARIAS
4203|OFICINA 4203|6439|OF. LAS ARENAS
4204|OFICINA 4204|6506|OF. VITORIA-GASTEIZ-AV. GASTEIZ
4205|OFICINA 4205|6590|OF. DONOSTIA-SAN SEBASTIÁN-AMARA
4207|OFICINA 4207|2047|OF. BILBAO DEUSTO
4208|OFICINA 4208|4977|OF. VITORIA-GASTEIZ-FOURNIER
4210|OFICINA 4210|5587|OF. BILBAO-LUCHANA
