Centro bankia|Nombre Largo|centro espejo CBK|Nombre en CBK
9227|OFICINA 9227|7744|OF. IGUALADA
9229|OFICINA 9229|3497|OF. MOLLET DEL VALLÈS-LLIBERTAT
9231|OFICINA 9231|2749|OF. BARCELONA-TARRAGONA
9232|OFICINA 9232|7867|OF. SANT FELIU DE LLOBREGAT
9236|OFICINA 9236|7894|OF. BARBERÀ DEL VALLÈS
9237|CENTRO DE EMPRESAS 9237|8853|CENTRE EMPRESES SABADELL II
9242|CENTRO DE EMPRESAS 9242|8876|CENTRO DE EMPRESAS MATARÓ
9243|OFICINA 9243|2330|OF. GAVÀ
9247|OFICINA 9247|5265|OF. TERRASSA-PLAÇA LLUÍS COMPANYS
9248|OFICINA 9248|5376|OF. RUBÍ
9251|OFICINA 9251|5673|OF. BADALONA-LLEFIÀ
9256|OFICINA 9256|7127|OF. MONTCADA I REIXAC
9261|OFICINA 9261|7197|OF. BARCELONA-DIAGONAL
9263|OFICINA 9263|3857|OF. VIC
9265|OFICINA 9265|4395|OF. MOLINS DE REI
9283|OFICINA 9283|5165|OF. L'HOSPITALET-BARO MALDA
9294|OFICINA 9294|5266|OF. EL MASNOU
9296|OFICINA 9296|7020|OF. CORNELLÀ DE LLOBREGAT-MIRANDA
9300|OFICINA 9300|7306|OF. SANTANDER-MARTILLO
9301|OFICINA 9301|7485|OF. SANTANDER-PUERTOCHICO
9302|OFICINA 9302|5239|OF. SANTANDER-SAN FERNANDO
9304|OFICINA 9304|7192|OF. AMPUERO
9305|OFICINA 9305|7404|OF. EL ASTILLERO
9306|OFICINA 9306|7584|OF. MURIEDAS
9307|OFICINA 9307|7588|OF. CASTRO-URDIALES
9308|OFICINA 9308|7763|OF. COLINDRES
9309|OFICINA 9309|8047|OF. LOS CORRALES DE BUELNA
9310|OFICINA 9310|8401|OF. LAREDO
9311|OFICINA 9311|5674|OF. POTES
9313|OFICINA 9313|6687|OF. SARÓN
9314|OFICINA 9314|7401|OF. REINOSA
9315|OFICINA 9315|7416|OF. SANTOÑA
9316|OFICINA 9316|7424|OF. SOMO
9317|OFICINA 9317|7451|OF. SUANCES
9318|OFICINA 9318|7491|OF. TORRELAVEGA-AYUNTAMIENTO
9321|OFICINA 9321|6942|OF. SAN VICENTE DE LA BARQUERA
9323|OFICINA 9323|7266|OF. SANTA CRUZ DE BEZANA
9400|OFICINA 9400|7297|OF. PALENCIA-PLAZA JUZGADOS
9401|OFICINA 9401|7372|OF. PALENCIA-AV. VALLADOLID
9407|OFICINA 9407|7409|OF. VALLADOLID-MARÍA DE MOLINA
9408|OFICINA 9408|7420|OF. VALLADOLID-PASEO ZORRILLA 83
9409|OFICINA 9409|7507|OF. BURGOS-AV. DEL CID
9411|OFICINA 9411|4145|OF. SALAMANCA-CALLE TORO
9413|OFICINA 9413|4414|OF. PONFERRADA-AV. ESPAÑA
9414|OFICINA 9414|6014|OF. ZAMORA-ALFONSO IX
9417|OFICINA 9417|7188|OF. SORIA
9420|OFICINA 9420|7466|OF. SALAMANCA-MARÍA AUXILIADORA
9428|OFICINA 9428|7523|OF. BURGOS-GAMONAL
9430|OFICINA 9430|2532|OF. BURGOS-CALLE MIRANDA
9432|OFICINA 9432|8543|OF. VALLADOLID-DELICIAS
9433|OFICINA 9433|4484|OF. LEÓN-SANTA ANA
9436|OFICINA 9436|3276|OF. VALLADOLID-PLAZA CIRCULAR
9438|OFICINA 9438|548|OF. PONFERRADA-CALLE ANCHA
9441|OFICINA 9441|7611|OF. ARANDA DE DUERO
9442|OFICINA 9442|7638|OF. LEÓN-ORDOÑO II
9443|OFICINA 9443|7718|OF. VALLADOLID-GENERAL RUIZ
9444|OFICINA 9444|7767|OF. VALLADOLID-SANTA CLARA
9445|OFICINA 9445|4858|OF. SALAMANCA-PASEO DEL ROLLO
9446|OFICINA 9446|3354|OF. VALLADOLID-PARQUESOL
9447|OFICINA 9447|5121|OF. LEÓN-AUDITORIO
9449|OFICINA 9449|7615|OF. VALLADOLID-LA VICTORIA
9453|OFICINA 9453|7858|OF. LAGUNA DE DUERO
9463|CENTRO DE EMPRESAS 9463|8911|CENTRO EMPRESAS VALLADOLID II
9466|CENTRO DE EMPRESAS 9466|5389|CENTRO EMPRESAS BURGOS II
9501|CENTRO DE EMPRESAS 9501|5963|CENTRO DE EMPRESAS MALLORCA III
9504|CENTRO DE EMPRESAS 9504|6671|CENTRE EMPRESES TARRAGONA II
9506|OFICINA 9506|7012|OF. PUÇOL-HOSTALETS
9565|CONECTA CON TU EXPERTO 13|7452|OF. CONECTA CON TU EXPERTO 13
9567|CONECTA CON TU EXPERTO 14|4474|OF. CONECTA CON TU EXPERTO 14
9576|CONECTA CON TU EXPERTO 15|731|OF. CONECTA CON TU EXPERTO 15
9579|CONECTA CON TU EXPERTO 16|5373|OF. CONECTA CON TU EXPERTO 16
9582|CONECTA CON TU EXPERTO 17|7423|OF. CONECTA CON TU EXPERTO 17
9588|CONECTA CON TU EXPERTO 18|7469|OF. CONECTA CON TU EXPERTO 18
9600|OFICINA 9600|4363|OF. ALICANTE-AV. DE HOLANDA
9602|OFICINA 9602|2419|OF. VILLENA
9603|OFICINA 9603|5692|OF. ALCOI-PARTERRE
9606|OFICINA 9606|6031|OF. QUART DE POBLET-SANT ONOFRE
9607|OFICINA 9607|7899|OF. ONTINYENT
9608|OFICINA 9608|3807|OF. PATERNA-PLAÇA MAJOR
9611|OFICINA 9611|2764|OF. ELDA
9612|OFICINA 9612|1795|OF. MISLATA-BLASCO IBÁÑEZ
9615|OFICINA 9615|5378|OF. GANDIA-PASSEIG GERMANIES
9616|OFICINA 9616|6195|OF. VALENCIA-FINCA ROJA
9618|OFICINA 9618|3790|OF. ORIHUELA-CARMEN
9619|OFICINA 9619|5216|OF. SAN VICENTE DEL RASPEIG
9620|OFICINA 9620|5808|OF. ALICANTE-PINTOR APARICIO
9621|OFICINA 9621|6039|OF. BURJASSOT-LOS SILOS
9622|OFICINA 9622|6208|OF. BENIDORM-EL PUENTE
9625|OFICINA 9625|6925|OF. NOVELDA
9631|OFICINA 9631|7316|OF. DÉNIA-MARQUÉS DE CAMPO
9632|OFICINA 9632|7845|OF. VILLAJOYOSA
9633|OFICINA 9633|7853|OF. TORREVIEJA-RAMÓN GALLUD
9636|OFICINA 9636|8859|OF. JÁVEA
9638|OFICINA 9638|8880|OF. CULLERA-PASSEIG
9639|OFICINA 9639|4154|OF. SANTA POLA
9642|OFICINA 9642|2157|OF. OLIVA-POETA QUEROL
9644|OFICINA 9644|5326|OF. VALENCIA-GASPAR AGUILAR
9651|CENTRO DE EMPRESAS 9651|7729|CENT. EMPR. VALENCIA - PINTOR SOROLLA II
9653|OFICINA 9653|7731|OF. VALENCIA-LA PLATA
9654|OFICINA 9654|2774|OF. VALENCIA-MERCAT CABANYAL
9659|CENTRO DE EMPRESAS 9659|4361|CENTRO EMPRESAS ALICANTE II
9665|OFICINA 9665|4503|OF. SANT JOAN D'ALACANT
9668|CENTRO DE EMPRESAS 9668|4238|CENTRO DE EMPRESAS CASTELLON II
9670|OFICINA 9670|6231|OF. XIRIVELLA-CAMÍ NOU
9673|OFICINA 9673|6968|OF. ALICANTE-JESUITAS
9675|OFICINA ÁGIL 9675|7396|OF. ÁGIL MANISES-TRINQUET
9676|OFICINA 9676|4241|OF. CALPE
9678|OFICINA 9678|4575|OF. MORAIRA
9679|OFICINA 9679|3762|OF. ALBORAIA-AVINGUDA
9682|CENTRO DE EMPRESAS 9682|5871|C. EMPRESAS ALMERIA II
9683|CENTRO DE EMPRESAS 9683|7345|CENTRO EMPRESAS LA RIOJA II
9684|CENTRO DE EMPRESAS 9684|4086|CENTRO EMPRESAS CANTABRIA II
9685|CENTRO DE EMPRESAS 9685|1476|CENTRE EMPRESES LLEIDA II
9690|CENTRO DE EMPRESAS 9690|5414|CENTRO DE EMPRESAS LORCA
9691|CENTRO DE EMPRESAS 9691|6086|C. EMPRESAS CARTAGENA II
9695|OFICINA 9695|6191|OF. OROPESA
9699|OFICINA 9699|7449|OF. ALMORADÍ
9709|CENTRO DE EMPRESAS 9709|7655|CENTRO EMPRESAS ARAGON III
9711|OFICINA 9711|7672|OF. ZARAGOZA-ARAGONIA
9717|OFICINA 9717|7720|OF. COCENTAINA
9755|OFICINA 9755|7733|OF. SEVILLA-RAMÓN CARANDE
9758|OFICINA 9758|7766|OF. MÁLAGA-LA MALAGUETA
9759|OFICINA 9759|4626|OF. GRANADA-EL ZAIDÍN
9763|OFICINA 9763|2735|OF. SEVILLA-SU EMINENCIA
9775|OFICINA 9775|7637|OF. MÁLAGA-AV. AURORA
9780|OFICINA 9780|7676|OF. ALMERÍA-AVENIDA MEDITERRÁNEO
9784|CENTRO DE EMPRESAS 9784|8860|C. EMPRESAS MALAGA III
9788|OFICINA 9788|2719|OF. TORREMOLINOS
9792|CENTRO DE EMPRESAS 9792|1468|C. EMPRESAS GRANADA II
9800|OFICINA 9800|7408|OF. JAÉN-PASEO DE LA ESTACIÓN
9801|OFICINA 9801|7413|OF. ALMERÍA-EL PASEO
9803|OFICINA 9803|2399|OF. SEVILLA-CONSTITUCIÓN
9804|OFICINA 9804|5368|OF. SEVILLA-REPÚBLICA ARGENTINA
9805|OFICINA 9805|7392|OF. CÁDIZ-CANALEJAS
9806|OFICINA 9806|7417|OF. HUELVA-PLAZA  LAS MONJAS
9807|OFICINA 9807|7465|OF. GRANADA-MARIANA PINEDA
9808|OFICINA 9808|7486|OF. GRANADA-CONSTITUCIÓN
9810|OFICINA 9810|2360|OF. CÓRDOBA-RONDA DE LOS TEJARES
9814|OFICINA 9814|7234|OF. MÁLAGA-COMPOSITOR LEHMBERG RUIZ
9822|OFICINA 9822|7589|OF. JEREZ DE LA FRONTERA-CALLE LARG
9832|OFICINA 9832|7670|OF. MÁLAGA-ALAMEDA DE COLON
9834|OFICINA 9834|7701|OF. DOS HERMANAS-LOS JARDINES
9835|OFICINA 9835|7761|OF. SEVILLA-LUIS MONTOTO
9836|OFICINA 9836|7764|OF. JEREZ DE LA FRONTERA-AVENIDA
9837|OFICINA 9837|8726|OF. CÁDIZ-ANA DE VIYA
9842|OFICINA 9842|4075|OF. HUELVA-ISLA CHICA
9844|OFICINA 9844|7418|OF. SEVILLA-REYES CATÓLICOS
9849|OFICINA 9849|7851|OF. MÁLAGA-VELÁZQUEZ
9850|OFICINA 9850|7871|OF. JEREZ DE LA FRONTERA-MADRE DE D
9852|OFICINA 9852|8920|OF. SEVILLA-VIRGEN DE LUJÁN
9857|OFICINA 9857|4649|OF. ALCALÁ DE GUADAÍRA
9859|OFICINA 9859|2913|OF. CÓRDOBA-SANTA ROSA
9861|OFICINA 9861|2804|OF. SEVILLA-SAN FRANCISCO JAVIER
9872|OFICINA 9872|7187|OF. HUELVA-LA MERCED
9873|OFICINA 9873|7267|OF. JAÉN-GRAN EJE
9875|OFICINA 9875|7382|OF. GRANADA-ALMINARES
9876|OFICINA 9876|4417|OF. SEVILLA-SEVILLA ESTE
9877|OFICINA ÁGIL 9877|4512|OF. ÁGIL MÁLAGA-CONSTITUCIÓN
9878|OFICINA 9878|2788|OF. CÓRDOBA-GONDOMAR
9880|OFICINA 9880|2701|OF. CEUTA-PLAZA DE LOS REYES
9881|OFICINA 9881|5507|OF. CEUTA-GRAN VÍA
9882|OFICINA 9882|7407|OF. CEUTA-HADÚ
9884|OFICINA 9884|2179|OF. CEUTA-POLÍGONO ÁFRICA
9890|OFICINA 9890|5423|OF. SEVILLA-JOSÉ LAGUILLO
9891|OFICINA 9891|6105|OF. CÓRDOBA-AVDENIDA AEROPUERTO
9896|OFICINA 9896|7691|OF. CÓRDOBA-JESUS RESCATADO
9897|OFICINA 9897|7719|OF. DOS HERMANAS-MONTEQUINTO
9901|OFICINA 9901|7859|OF. BARCELONA-ARAGON
9903|OFICINA 9903|1243|OF. L'HOSPITALET-MIRAFLORES
9904|OFICINA 9904|4981|OF. ESPLUGUES DE LLOBREGAT
9905|OFICINA 9905|5069|OF. GRANOLLERS-SANT ESTEVE
9906|OFICINA 9906|7397|OF. GRANOLLERS-GIRONA
9909|OFICINA 9909|7872|OF. TERRASSA-CENTRE
9913|OFICINA 9913|2750|OF. SABADELL-ONZE DE SETEMBRE
9914|OFICINA 9914|4339|OF. VILADECANS
9915|OFICINA 9915|4143|OF. BADALONA-FRANCESC LAYRET
9918|OFICINA 9918|1957|OF. SANT BOI DE LLOBREGAT
9920|OFICINA 9920|7395|OF. BARCELONA-RAMBLA GUIPUSCOA
9921|OFICINA 9921|8878|OF. BARCELONA-ORFILA
9922|OFICINA 9922|3931|OF. SANT CUGAT DEL VALLÈS
9923|OFICINA 9923|1095|OF. BARCELONA-MARAGALL
9925|OFICINA 9925|5083|OF. BARCELONA-SANT JOAN
9926|OFICINA 9926|7487|OF. EL PRAT DE LLOBREGAT
9929|OFICINA 9929|7622|OF. BARCELONA-PARAL.LEL
9931|OFICINA 9931|7793|OF. VALENCIA-RUSSAFA-SAN MARTÍN
9932|OFICINA 9932|2874|OF. VALENCIA-SORNÍ
9934|OFICINA ÁGIL 9934|1528|OF. ÁGIL ALZIRA-BENITO PÉREZ GALDÓS
9935|OFICINA 9935|5213|OF. ALICANTE-EXPLANADA
9937|OFICINA 9937|5268|OF. VALENCIA-PUERTO-LOS LEONES
9938|OFICINA 9938|7344|OF. VALENCIA-LA CIGÜEÑA
9939|OFICINA 9939|8929|OF. CASTELLÓN-CAVALLERS
9941|OFICINA 9941|2791|OF. SANT FELIU DE GUÍXOLS
9942|OFICINA 9942|4971|OF. PALAMÓS
9943|OFICINA 9943|5580|OF. LLORET DE MAR-AV. JUST MARLÈS
9946|OFICINA 9946|6587|OF. SEVILLA-TORRE MAPFRE
9950|OFICINA 9950|7265|OF. ZARAGOZA-PLAZA ARAGÓN
9951|OFICINA 9951|6030|OF. ZARAGOZA-PLAZA ROMA
9957|OFICINA 9957|6809|OF. TERUEL
9958|OFICINA 9958|7421|OF. HUESCA
9961|OFICINA 9961|7773|OF. LLEIDA-RAMBLA
9970|OFICINA 9970|7842|OF. TARRAGONA-RAMBLA
9974|OFICINA 9974|2159|OF. TARRAGONA-IMPERIAL TARRACO
9976|OFICINA 9976|4972|OF. PAIPORTA-JAUME I
9980|OFICINA 9980|5907|OF. PALMA-PLAÇA ROSSELLÓ
9981|OFICINA 9981|7295|OF. PALMA-JAUME III
9982|OFICINA 9982|7717|OF. EIVISSA
9985|OFICINA 9985|7852|OF. PALMA-BLANQUERNA
9987|OFICINA 9987|4340|OF. PALMA-CALLE MANACOR
9991|OFICINA 9991|7405|OF. ARENAS DE SAN PEDRO
9993|OFICINA 9993|7703|OF. ARÉVALO
1513|OFICINA PROMOTORES MADRID|490|OFICINA PROMOTORES MADRID
5771|OFICINA PROMOTORES VALENCIA|492|OFICINA PROMOTORES VALENCIA
8015|OFICINA PROMOTORES BARCELONA|494|OFICINA PROMOTORES BARCELONA
8800|SUCURSAL 8800|3619|SUCURSAL DM BARCELONA I
8802|SUCURSAL 8802|3846|SUCURSAL DM LAS PALMAS DE GRAN CANARIA
8803|SUCURSAL 8803|6058|SUCURSAL DM MALAGA
8805|SUCURSAL 8805|7742|SUCURSAL DM OVIEDO I
8808|SUCURSAL 8808|1526|SUCURSAL DM PONTEVEDRA
8811|SUCURSAL 8811|8448|SUCURSAL DM BARCELONA II
8812|SUCURSAL 8812|8704|SUCURSAL DM MADRID
8814|SUCURSAL 8814|429|SUCURSAL DM VALENCIA
8816|SUCURSAL 8816|3102|SUCURSAL DM PALMA DE MALLORCA I
8818|SUCURSAL 8818|857|SUCURSAL DM SALAMANCA I
8825|SUCURSAL 8825|6806|SUCURSAL DM GIJON
8828|SUCURSAL 8828|1044|SUCURSAL DM MERIDA
8829|SUCURSAL 8829|908|SUCURSAL DM OVIEDO II
8831|SUCURSAL 8831|3285|SUCURSAL DM PAMPLONA
8832|SUCURSAL 8832|2288|SUCURSAL DM SANTANDER
8833|SUCURSAL 8833|674|SUCURSAL DM SEVILLA
8835|SUCURSAL 8835|8537|SUCURSAL DM PALMA DE MALLORCA II
8840|SUCURSAL 8840|6872|SUCURSAL DM SALAMANCA II
8841|SUCURSAL 8841|6871|SUCURSAL DM ALMERIA
8842|SUCURSAL 8842|6051|SUCURSAL DM CASTELLON
8846|SUCURSAL 8846|3204|SUCURSAL DM BILBAO
