295244|VI|02|ACT
295245|VI|02|ACT
295246|LO|02|ACT
295247|VI|02|ACT
295248|SU|03|ACT
295249|VI|02|ACT
295250|TR|02|ACT
295251|GA|02|ACT
295252|NA|02|ACT
295253|SU|03|ACT
295254|GA|02|ACT
295255|GA|02|ACT
295256|GA|02|ACT
295257|GA|02|ACT
295258|VI|02|ACT
295259|VI|02|ACT
295260|ED|02|ACT
295261|NA|02|ACT
295262|SU|03|ACT
295263|VI|02|ACT
295264|FR|03|ACT
295265|VI|02|ACT
295266|SU|03|ACT
295267|SU|03|ACT
295268|SU|03|ACT
295269|VI|02|ACT
295270|VI|02|ACT
295271|SU|03|ACT
295272|SU|03|ACT
295273|VI|02|ACT
295274|VI|02|ACT
295275|VI|02|ACT
295276|VI|02|ACT
295277|SU|03|ACT
295278|SU|03|ACT
295279|SU|03|ACT
295280|SU|03|ACT
295281|SU|03|ACT
295282|SU|03|ACT
295283|SU|03|ACT
295284|SU|03|ACT
295285|SU|03|ACT
295286|VI|02|ACT
295287|NA|02|ACT
295288|VI|02|ACT
295289|VI|02|ACT
295290|SU|03|ACT
295291|SU|03|ACT
295292|SU|03|ACT
295293|GA|02|ACT
295294|VI|02|ACT
295295|VI|02|ACT
295296|VI|02|ACT
295297|VI|02|ACT
295298|VI|02|ACT
295299|VI|02|ACT
295300|VI|02|ACT
295301|VI|01|ACT
295302|ED|02|ACT
295303|ED|02|ACT
295304|NA|02|ACT
295305|VI|02|ACT
295306|SU|03|ACT
295307|SU|03|ACT
295308|TR|02|ACT
295309|VI|02|ACT
295310|SU|03|ACT
295311|GA|02|ACT
295312|GA|02|ACT
295313|SU|03|ACT
295314|SU|03|ACT
295315|TR|02|ACT
295316|VI|02|ACT
295317|VI|02|ACT
295318|VI|02|ACT
295319|VI|02|ACT
295320|VI|02|ACT
295321|VI|02|ACT
295322|VI|02|ACT
295323|VI|02|ACT
295324|GA|02|ACT
295325|NA|02|ACT
295326|ED|02|ACT
295327|LO|02|ACT
295328|NA|02|ACT
295329|VI|02|ACT
295330|VI|02|ACT
295331|VI|02|ACT
295332|GA|02|ACT
295333|GA|02|ACT
295334|VI|02|ACT
295335|VI|02|ACT
295336|VI|02|ACT
295337|VI|02|ACT
295338|VI|02|ACT
295339|VI|02|ACT
295340|VI|02|ACT
295341|GA|02|ACT
295342|LO|02|ACT
295343|VI|02|ACT
295344|VI|02|ACT
295345|VI|02|ACT
295346|VI|02|ACT
295347|VI|02|ACT
295348|TR|02|ACT
295349|TR|02|ACT
295350|VI|02|ACT
295351|VI|02|ACT
295352|GA|02|ACT
295353|GA|02|ACT
295354|GA|02|ACT
295355|GA|02|ACT
295356|GA|02|ACT
295357|LO|02|ACT
295358|VI|02|ACT
295359|VI|02|ACT
295360|VI|02|ACT
295361|SU|03|ACT
295362|GA|02|ACT
295363|GA|02|ACT
295364|NA|02|ACT
295365|SU|03|ACT
295366|SU|03|ACT
295367|SU|03|ACT
295368|SU|03|ACT
295369|GA|01|ACT
295370|GA|01|ACT
295371|GA|01|ACT
295372|GA|01|ACT
295373|VI|01|ACT
295374|VI|02|ACT
295375|SU|03|ACT
295376|SU|03|ACT
295377|VI|01|ACT
295378|VI|01|ACT
295379|VI|01|ACT
295380|VI|01|ACT
295381|SU|03|ACT
295382|SU|03|ACT
295383|SU|03|ACT
295384|SU|03|ACT
295385|SU|03|ACT
295386|SU|03|ACT
295387|SU|03|ACT
295388|SU|03|ACT
295389|SU|03|ACT
295390|SU|03|ACT
295391|SU|03|ACT
295392|SU|03|ACT
295393|SU|03|ACT
295394|SU|03|ACT
295395|VI|01|ACT
295396|VI|01|ACT
295397|VI|01|ACT
295398|VI|02|ACT
295399|VI|01|ACT
295400|VI|01|ACT
295401|VI|01|ACT
295402|GA|02|ACT
295403|LO|01|ACT
295404|VI|01|ACT
295405|VI|02|ACT
295406|VI|02|ACT
295407|GA|01|ACT
295408|GA|01|ACT
295409|GA|02|ACT
295410|TR|01|ACT
295411|TR|01|ACT
295412|GA|02|ACT
295413|GA|02|ACT
295414|GA|02|ACT
295415|GA|02|ACT
295416|VI|02|ACT
295417|TR|01|ACT
295418|TR|02|ACT
295419|TR|02|ACT
295420|VI|01|ACT
295421|VI|01|ACT
295422|VI|02|ACT
295423|FR|03|ACT
295424|FR|03|ACT
295425|VI|02|ACT
295426|VI|02|ACT
295427|LO|02|ACT
295428|VI|02|ACT
295429|SU|03|ACT
295430|VI|02|ACT
295431|VI|02|ACT
295432|VI|02|ACT
295433|VI|02|ACT
295434|VI|02|ACT
295435|VI|02|ACT
295436|VI|02|ACT
295437|VI|02|ACT
295438|VI|02|ACT
295439|VI|02|ACT
295440|GA|02|ACT
295441|VI|02|ACT
295442|VI|02|ACT
295443|VI|02|ACT
295444|VI|02|ACT
295445|VI|02|ACT
295446|VI|02|ACT
295447|VI|02|ACT
295448|VI|02|ACT
