6782908|112810|111291|2018-12-27|NULL
6525208|105581|127437|2019-02-22|NULL
6781435|112601|91079|2019-10-18|NULL
6082662|95781|129443|2019-03-29|NULL
6525228|105582|94187|2019-02-22|NULL
6781386|112599|106679|2019-07-19|NULL
6520942|105460|121283|2019-02-13|NULL
6082795|95617|128398|2019-01-11|NULL
6525238|105580|94519|2019-02-22|NULL
6818235|112456|123362|2017-11-16|NULL
6082796|95618|98355|2019-06-17|NULL
6818234|112453|121936|2019-02-19|NULL
6077656|95538|130435|2018-02-23|NULL
6818239|112454|109472|2019-02-19|NULL
6818240|112455|110659|2017-11-16|NULL
6520399|105339|125780|2018-12-28|NULL
6814524|112386|102041|2019-01-23|NULL
6135219|105075|100230|2019-01-10|NULL
6135875|105022|116671|2018-07-13|NULL
6811769|110163|124403|2019-06-25|NULL
6811781|110137|104488|2017-04-03|NULL
6134228|104960|122302|2017-02-07|NULL
6082909|100071|103771|2018-10-12|NULL
6078410|94775|99668|2018-06-04|NULL
6082904|100066|91407|2017-03-10|NULL
6811811|110018|101716|2018-09-27|NULL
6811634|110023|108168|2019-05-21|NULL
6133826|104938|102527|2016-10-25|NULL
6811832|109972|132928|2018-07-20|NULL
6082947|100006|117643|2018-09-12|NULL
6798253|109843|127599|2019-02-14|NULL
6811812|109984|121248|2018-05-31|NULL
6083161|99886|111005|2019-04-16|NULL
6781139|109890|118779|2018-08-10|NULL
6083162|99887|112304|2019-04-16|NULL
6798397|109846|110047|2019-02-15|NULL
6078552|94598|121850|2019-06-27|NULL
6078329|94572|132973|2017-02-14|NULL
6083406|99559|102578|2017-01-31|NULL
6083547|99472|91219|2016-06-10|NULL
6083405|99558|102276|2017-01-31|NULL
6083575|99386|100703|2018-09-17|NULL
6083612|99377|123592|2019-10-02|NULL
6079105|94083|132447|2012-09-21|NULL
