6083438|99522|117577|2016-04-13|2016-02-26
6083434|99518|133303|2016-04-13|2016-02-26
6078734|94446|132834|2016-07-25|1900-01-01
6083393|99581|113362|2015-09-24|1900-01-01
6083411|99564|129869|2015-03-23|2014-08-05
6083268|99636|123338|2016-05-19|2016-05-13
6083450|99534|95642|2016-04-13|2016-02-26
6083448|99532|89944|2016-04-13|2016-02-26
6083394|99582|118453|2015-09-24|1900-01-01
6083383|99571|132878|2016-07-29|2015-12-02
6083452|99536|108178|2016-04-13|2016-02-26
6083453|99537|114395|2016-04-13|2016-02-26
6083447|99531|107877|2016-04-13|2016-02-26
6083437|99521|124445|2016-04-13|2016-02-26
6083522|99447|123668|2017-09-21|2018-09-21
6083436|99520|92968|2016-04-13|2016-02-26
6083432|99516|100481|2016-04-13|2016-02-26
6083433|99517|106398|2016-04-13|2016-02-26
6083431|99515|133554|2016-04-13|2016-02-26
6083430|99514|117949|2016-04-13|2016-02-26
6083435|99519|130606|2016-04-13|2016-02-26
6083504|99429|89479|2015-01-26|1900-01-01
6083537|99462|105029|2010-01-02|2016-06-17
6078954|94230|133093|2015-03-30|2015-03-25
6079064|94090|100205|2017-03-14|2015-12-01
6079106|94084|129438|2016-05-27|1900-01-01
6031721|81271|131836|2012-01-12|2012-01-13
6034917|79188|103989|2015-09-16|1900-01-01
6043442|75892|101946|2009-10-02|1900-01-01
6042852|78954|101735|2012-04-19|1900-01-01
6029060|78917|108351|2011-10-21|1900-01-01
6037699|76958|122634|2014-10-16|1900-01-01
6035926|76620|126203|2013-02-05|1900-01-01
6037569|76470|113536|2013-04-12|1900-01-01
6037694|76939|118632|2014-11-25|1900-01-01
