Mapeo Clase-Activo|
Cód. Activo|Clase
000001-01|
782279|00003900
782280|00003900
782281|00003900
782282|00003900
782283|00003900
782285|00003900
782286|00003900
782287|00003900
782291|00003900
782292|00003900
782293|00003900
782294|00003900
782295|00003900
782296|00003900
782297|00003900
782299|00003900
782300|00003900
782301|00003900
782302|00003900
782303|00003900
782304|00003900
782305|00003900
782306|00003900
782307|00003900
782312|00003900
782313|00003900
782314|00003900
782316|00003900
782317|00003900
782318|00003900
782319|00003900
782320|00003900
782321|00003900
782322|00003900
782323|00003900
782324|00003900
782325|00003900
782326|00003900
782327|00003900
782329|00003900
782330|00003900
782331|00003900
782332|00003900
782333|00003900
782334|00003900
782336|00003900
782337|00003900
782338|00003900
782339|00003900
782340|00003900
782341|00003900
782342|00003900
782343|00003900
782345|00003900
782346|00003900
782347|00003901
782348|00003900
782350|00003900
782352|00003900
782356|00003900
782357|00003900
782358|00003900
782360|00003901
782361|00003900
782362|00003901
782363|00003900
782366|00003900
782367|00003900
782368|00003900
782369|00003900
782370|00003900
782371|00003900
782372|00003900
782373|00003900
782374|00003900
782375|00003900
782377|00003900
782378|00003900
782380|00003901
782381|00003900
782382|00003900
782383|00003900
782384|00003900
782385|00003900
782386|00003900
782387|00003900
782388|00003900
782389|00003900
782390|00003900
782391|00003900
782392|00004100
782393|00003900
782394|00003900
782395|00003900
782396|00003900
782397|00003901
782425|00003900
782426|00003900
782427|00003900
782428|00003900
782429|00003900
782430|00003901
782431|00003900
782432|00003900
782433|00003900
782434|00003900
782435|00003900
782496|00003900
782497|00003900
782498|00003900
782499|00003900
782500|00003900
782501|00003900
782502|00003900
782503|00003901
782506|00003900
782508|00003900
782509|00003900
782516|00003900
782518|00003900
782519|00003901
782520|00003901
782525|00003900
782526|00003900
782527|00003900
782528|00003900
782529|00003900
782530|00003900
782531|00003900
782532|00003900
782533|00003900
782534|00003900
782535|00003900
782541|00003900
782582|00003900
782585|00003900
782589|00003900
782591|00003900
782592|00003900
782607|00003900
782608|00003900
782609|00003900
782617|00003901
782625|00003900
782626|00003900
782628|00003900
782629|00003900
782630|00080000
782632|00003900
782633|00003901
782635|00003900
782643|00003900
782644|00003900
782645|00003900
782646|00003900
782647|00003900
782648|00003900
782685|00003900
782689|00004100
782715|00003900
782726|00003900
782729|00003900
782730|00003900
782795|00060000
782796|00060000
782824|00003900
782825|00003900
782855|00003900
782859|00003900
782908|00003900
782909|00003900
782931|00003900
782932|00003900
782934|00003901
782940|00003900
782941|00003900
782963|00003900
782972|00003900
782984|00003900
782985|00003900
782989|00003900
783001|00003900
783002|00003900
783003|00003900
783025|00003900
783037|00003900
783038|00003901
783041|00003900
783046|00003900
783047|00003900
783048|00003900
783049|00003900
783050|00003900
783051|00003900
783052|00003900
783053|00003900
783054|00003900
783055|00003900
783056|00003900
783057|00003900
783058|00003900
783059|00003900
783060|00003900
783061|00003900
783062|00003900
783063|00003900
783064|00003900
783065|00003900
783066|00003900
783067|00003900
783068|00003900
783069|00003900
783070|00003900
783071|00003900
783072|00003900
783073|00003900
783074|00003900
783075|00003900
783076|00003900
783077|00003900
783078|00003900
783079|00003900
783080|00003900
783081|00003900
783082|00003900
783083|00003900
783084|00003900
783085|00003900
783086|00003900
783087|00003900
783088|00003900
783089|00003900
783090|00003900
783091|00003900
783092|00003900
783093|00003900
783094|00003900
783095|00003900
783096|00003900
783097|00003900
783098|00003900
783099|00003900
783100|00003900
783101|00003900
783102|00003900
783103|00003900
783104|00003900
783105|00003900
783106|00003900
783107|00003900
783108|00003900
783109|00003900
783110|00003900
783111|00003900
783112|00003900
783113|00003900
783114|00003900
783115|00003900
783116|00003900
783117|00003900
783118|00003900
783119|00003900
783120|00003900
783121|00003900
783122|00003900
783123|00003900
783124|00003900
783125|00003900
783126|00003900
783127|00003900
783128|00003900
783129|00003900
783130|00003900
783131|00003900
783132|00003900
783133|00003900
783134|00003900
783135|00003900
783136|00003900
783137|00003900
783138|00003900
783139|00003900
783140|00003900
783141|00003900
783142|00003900
783143|00003900
783144|00003900
783145|00003900
783146|00003900
783147|00003900
783148|00003900
783149|00003900
783150|00003900
783151|00003900
783152|00003900
783153|00003900
783154|00003900
783155|00003900
783156|00003900
783157|00003900
783158|00003900
783159|00003900
783160|00003900
783161|00003900
783162|00003900
783163|00003900
783164|00003900
783165|00003900
783166|00003900
783167|00003900
783168|00003900
783169|00003900
783170|00003900
783171|00003900
783172|00003900
783173|00003900
783174|00003900
783175|00003900
783176|00003900
783177|00003900
783178|00003900
783179|00003900
783180|00003900
783181|00003900
783182|00003900
783183|00003900
783184|00003900
783185|00003900
783186|00003900
783187|00003900
783188|00003900
783189|00003900
783190|00003900
783191|00003900
783192|00003900
783193|00003900
783194|00003900
783195|00003900
783196|00003900
783197|00003900
783198|00003900
783199|00003900
783200|00003900
783201|00003900
783202|00003900
783203|00003900
783204|00003900
783205|00003900
783206|00003900
783207|00003900
783208|00003900
783209|00003900
783210|00003900
783211|00003900
783212|00003900
783213|00003900
783214|00003900
783215|00003900
783216|00003900
783217|00003900
783218|00003900
783219|00003900
783220|00003900
783221|00003900
783222|00003900
783223|00003900
783224|00003900
783225|00003900
783226|00003900
783227|00003900
783228|00003900
783229|00003900
783230|00003900
783231|00003900
783232|00003900
783233|00003900
783234|00003900
783235|00003900
783236|00003900
783237|00003900
783238|00003900
783239|00003900
783240|00003900
783241|00003900
783242|00003900
783243|00003900
783244|00003900
783245|00003900
783246|00003900
783247|00003900
783248|00003900
783249|00003900
783250|00003900
783251|00003900
783252|00003900
783253|00003900
783254|00003900
783255|00003900
783256|00003900
783257|00003900
783258|00003900
783259|00003900
783260|00003900
783261|00003900
783262|00003900
783263|00003900
783264|00003900
783265|00003900
783266|00003900
783267|00003900
783268|00003900
783269|00003900
783270|00003900
783271|00003900
783272|00003900
783273|00003900
783274|00003900
783275|00003900
783276|00003900
783277|00003900
783278|00003900
783279|00003900
783280|00003900
783281|00003900
783282|00003900
783283|00003900
783284|00003900
783285|00003900
783286|00003900
783287|00003900
783288|00003900
783289|00003900
783290|00003900
783291|00003900
783292|00003900
783293|00003900
783294|00003900
783295|00003900
783296|00003900
783297|00003900
783298|00003900
783299|00003900
783300|00003900
783301|00003900
783302|00003900
783303|00003900
783304|00003900
783305|00003900
783306|00003900
783307|00003900
783308|00003900
783309|00003900
783310|00003900
783311|00003900
783312|00003900
783313|00003900
783314|00003900
783315|00003900
783316|00003900
783317|00003900
783318|00003900
783319|00003900
783320|00003900
783321|00003900
783322|00003900
783323|00003900
783324|00003900
783325|00003900
783327|00003900
783331|00003900
783332|00003900
783333|00003900
783334|00003900
783335|00003900
783336|00003900
783337|00003900
783338|00003900
783339|00003900
783340|00003900
783341|00003900
783342|00003900
783344|00003900
783345|00003900
783346|00003900
783347|00003900
783348|00003900
783349|00003900
783350|00003900
783351|00003900
783352|00003900
783353|00003900
783354|00003900
783355|00003900
783356|00003900
783357|00003900
783358|00003900
783359|00003900
783428|00003900
783470|00003901
783472|00080000
783616|00003900
783694|00003900
783736|00003900
783757|00003900
783813|00003900
783843|00003900
783881|00003900
783882|00003900
783883|00003900
783888|00003900
783889|00003900
783890|00003900
783891|00003900
783892|00003900
783893|00003900
783894|00003900
783895|00003900
783897|00004100
783925|00003900
783962|00003900
783963|00003900
783964|00003900
783965|00003900
783974|00003901
783975|00003901
783976|00003901
783977|00003900
783979|00003900
784044|00003900
784045|00003900
784046|00003900
784047|00003900
784048|00003900
784049|00003900
784074|00003900
784075|00003901
784076|00003900
784083|00003900
784084|00003900
784089|00003900
784090|00003900
784091|00003900
784092|00003900
784093|00003900
784099|00004100
784105|00003900
784106|00003900
784107|00003900
784108|00003900
784109|00003900
784110|00003900
784111|00003900
784112|00003900
784113|00003900
784114|00003900
784115|00003900
784139|00003900
784528|00003901
784580|00003900
784807|00003901
784850|00080000
784851|00080000
784852|00080000
784853|00080000
784946|00080000
784949|00080000
785024|00003900
785025|00003900
785026|00003900
785145|00003900
785146|00003900
785147|00003900
785148|00003900
785149|00003900
785150|00003900
785151|00003900
785152|00003900
785153|00003900
785154|00003900
785155|00003900
785156|00003900
785157|00003900
785158|00004100
785222|00003900
785223|00003900
785224|00003900
785293|00003901
785315|00003900
785316|00003900
785317|00003900
785334|00003900
785428|00003900
785486|00003900
785547|00003900
785651|00060000
785652|00060000
785653|00060000
785654|00060000
785655|00060000
785656|00060000
785657|00060000
785658|00060000
785659|00060000
785661|00060000
785662|00060000
785663|00060000
785664|00060000
785665|00060000
785666|00060000
785667|00060000
785668|00060000
785669|00060000
785670|00060000
785671|00060000
785745|00003900
785813|00003900
785816|00003900
785855|00003900
785866|00060000
785867|00060000
785868|00060000
785869|00060000
785870|00060000
785871|00060000
785872|00060000
785873|00060000
785874|00060000
785875|00060000
785876|00060000
785877|00060000
785878|00060000
785879|00060000
785880|00060000
785881|00060000
785882|00060000
785883|00060000
785884|00060000
785885|00060000
785918|00003900
785919|00003900
785920|00003900
785996|00060000
785997|00060000
785998|00060000
785999|00060000
786002|00060000
786003|00060000
786019|00003900
786020|00003900
786021|00003900
786022|00003900
786023|00003900
786024|00003900
786080|00003901
786081|00003900
786082|00003900
786145|00080000
786257|00003900
786431|00060000
786432|00060000
786433|00060000
786434|00060000
786435|00060000
786436|00060000
786437|00060000
786438|00060000
786439|00060000
786440|00060000
786441|00060000
786442|00060000
786443|00060000
786444|00060000
786445|00060000
786446|00060000
786447|00060000
786448|00060000
786449|00060000
786450|00060000
786451|00060000
786452|00060000
786453|00060000
786454|00060000
786455|00060000
786456|00060000
786457|00060000
786458|00060000
786459|00060000
786460|00060000
786461|00060000
786462|00060000
786463|00060000
786464|00060000
786465|00060000
786466|00060000
786467|00060000
786468|00060000
786469|00060000
786470|00060000
786471|00060000
786472|00060000
786473|00060000
786474|00060000
786475|00060000
786476|00060000
786477|00060000
786478|00060000
786479|00060000
786480|00060000
786481|00060000
786482|00060000
786483|00060000
786484|00060000
786485|00060000
786486|00060000
786487|00060000
786488|00060000
786489|00060000
786490|00060000
786491|00060000
786492|00060000
786493|00060000
786494|00060000
786495|00060000
786496|00060000
786497|00060000
786498|00060000
786499|00060000
786500|00060000
786501|00060000
786502|00060000
786503|00060000
786504|00060000
786505|00060000
786506|00060000
786507|00060000
786508|00060000
786509|00060000
786510|00060000
786511|00060000
786512|00060000
786513|00060000
786514|00060000
786515|00060000
786516|00060000
786517|00060000
786518|00060000
786519|00060000
786520|00060000
786521|00060000
786522|00060000
786523|00060000
786524|00060000
786525|00060000
786526|00060000
786527|00060000
786528|00060000
786529|00060000
786530|00060000
786531|00060000
786532|00060000
786533|00060000
786534|00060000
786535|00060000
786536|00060000
786537|00060000
786538|00060000
786564|00003900
786566|00060000
786569|00003901
786613|00060000
786615|00060000
786616|00060000
786617|00060000
786618|00060000
786619|00060000
786620|00060000
786621|00060000
786622|00060000
786623|00060000
786624|00060000
786625|00060000
786626|00060000
786627|00060000
786628|00060000
786629|00060000
786630|00060000
786631|00060000
786632|00060000
786633|00060000
786634|00060000
786635|00060000
786636|00060000
786637|00060000
786638|00060000
786639|00060000
786640|00060000
786641|00060000
786642|00060000
786644|00060000
786645|00060000
786646|00060000
786647|00060000
786648|00060000
786649|00060000
786650|00060000
786651|00060000
786652|00060000
786653|00060000
786654|00060000
786655|00060000
786659|00060000
786660|00060000
786661|00060000
786662|00060000
786663|00060000
786664|00060000
786665|00060000
786666|00060000
786667|00060000
786668|00060000
786669|00060000
786670|00060000
786671|00060000
786672|00060000
786673|00060000
786674|00060000
786675|00060000
786676|00060000
786677|00060000
786678|00060000
786679|00060000
786680|00060000
786681|00060000
786682|00060000
786683|00060000
786684|00060000
786685|00060000
786686|00060000
786687|00060000
786688|00060000
786689|00060000
786690|00060000
786691|00060000
786692|00060000
786693|00060000
786694|00060000
786695|00060000
786696|00060000
786697|00060000
786698|00060000
786699|00060000
786700|00060000
786701|00060000
786702|00060000
786703|00060000
786704|00060000
786705|00060000
786706|00060000
786707|00060000
786708|00060000
786709|00060000
786710|00060000
786711|00060000
786712|00060000
786713|00060000
786714|00060000
786715|00060000
786716|00060000
786717|00060000
786718|00060000
786719|00060000
786720|00060000
786721|00060000
786722|00060000
786723|00060000
786724|00060000
786725|00060000
786726|00060000
786727|00060000
786728|00060000
786729|00060000
786730|00060000
786731|00060000
786732|00060000
786733|00060000
786734|00060000
786735|00060000
786736|00060000
786737|00060000
786738|00060000
786739|00060000
786740|00060000
786741|00060000
786742|00060000
786743|00060000
786744|00060000
786745|00060000
786746|00060000
786747|00060000
786748|00060000
786749|00060000
786750|00060000
786751|00060000
786752|00060000
786753|00060000
786754|00060000
786755|00060000
786756|00060000
786757|00060000
786758|00060000
786759|00060000
786760|00060000
786761|00060000
786762|00060000
786763|00060000
786764|00060000
786765|00060000
786766|00060000
786767|00060000
786768|00060000
786769|00060000
786770|00060000
786771|00060000
786772|00060000
786773|00060000
786774|00060000
786775|00060000
786776|00060000
786777|00060000
786778|00060000
786779|00060000
786780|00060000
786781|00060000
786782|00060000
786783|00060000
786784|00060000
786785|00060000
786786|00060000
786787|00060000
786788|00060000
786789|00060000
786790|00060000
786791|00060000
786792|00060000
786793|00060000
786794|00060000
786795|00060000
786796|00060000
786797|00060000
786798|00060000
786799|00060000
786800|00060000
786801|00060000
786802|00060000
786803|00060000
786804|00060000
786805|00060000
786806|00060000
786807|00060000
786808|00060000
786835|00003901
786864|00080000
786865|00060000
786866|00060000
786867|00060000
786868|00060000
786869|00060000
786870|00060000
786871|00060000
786872|00060000
786873|00060000
786874|00060000
786875|00060000
786876|00060000
786877|00060000
786878|00060000
786879|00060000
786880|00060000
786881|00060000
786882|00060000
786883|00060000
786884|00060000
786885|00060000
786886|00060000
786887|00060000
786888|00060000
786889|00060000
786890|00060000
786914|00060000
786915|00060000
786917|00060000
786918|00060000
786919|00060000
786920|00060000
786921|00060000
786922|00060000
786923|00060000
786924|00060000
786925|00060000
786926|00060000
786927|00060000
786928|00060000
786930|00060000
786931|00060000
786932|00060000
786933|00060000
786934|00060000
786935|00060000
786936|00060000
786937|00060000
786938|00060000
786939|00060000
786940|00060000
786941|00060000
786942|00060000
786943|00060000
786944|00060000
786945|00060000
786946|00080000
786948|00080000
786950|00080000
786951|00080000
786952|00080000
786953|00080000
786954|00080000
786955|00080000
786956|00080000
786957|00080000
786958|00080000
786959|00080000
786960|00080000
786961|00080000
786962|00080000
786963|00080000
786964|00080000
786965|00080000
786966|00080000
786968|00080000
786969|00080000
786970|00080000
786971|00080000
786972|00080000
786973|00080000
786991|00060000
786992|00060000
786993|00060000
786994|00060000
786995|00060000
786996|00060000
786997|00060000
786998|00060000
786999|00060000
787000|00060000
787001|00060000
787002|00060000
787003|00060000
787004|00060000
787005|00060000
787006|00060000
787007|00060000
787008|00060000
787009|00060000
787010|00060000
787011|00060000
787012|00060000
787013|00060000
787014|00060000
787015|00060000
787016|00060000
787017|00060000
787018|00060000
787019|00060000
787023|00060000
787024|00060000
787025|00060000
787026|00060000
787027|00060000
787028|00060000
787029|00060000
787030|00060000
787031|00060000
787032|00060000
787033|00060000
787034|00060000
787035|00060000
787036|00060000
787037|00060000
787038|00060000
787039|00060000
787040|00060000
787041|00060000
787042|00060000
787043|00060000
787044|00060000
787045|00060000
787046|00060000
787047|00060000
787048|00060000
787049|00060000
787050|00060000
787051|00060000
787052|00060000
787053|00060000
787096|00080000
787121|00080000
787126|00080000
787127|00080000
787128|00080000
787129|00080000
787130|00080000
787131|00080000
787153|00060000
787154|00060000
787155|00060000
787156|00060000
787157|00060000
787158|00060000
787159|00060000
787160|00060000
787161|00060000
787162|00060000
787163|00060000
787164|00060000
787165|00060000
787166|00060000
787167|00060000
787168|00060000
787169|00060000
787170|00060000
787171|00060000
787172|00060000
787173|00060000
787174|00060000
787175|00060000
787176|00060000
787177|00060000
787178|00060000
787179|00060000
787180|00060000
787181|00060000
787182|00060000
787183|00060000
787184|00060000
787185|00060000
787186|00060000
787187|00060000
787188|00060000
787189|00060000
787190|00060000
787191|00060000
787192|00060000
787193|00060000
787194|00060000
787195|00060000
787196|00060000
787197|00060000
787198|00060000
787199|00060000
787200|00060000
787201|00060000
787202|00060000
787203|00060000
787204|00060000
787205|00060000
787206|00060000
787207|00060000
787208|00060000
787209|00060000
787210|00060000
787211|00060000
787212|00060000
787213|00060000
787214|00060000
787215|00060000
787216|00060000
787217|00060000
787218|00060000
787219|00060000
787220|00060000
787221|00060000
787222|00060000
787223|00060000
787224|00060000
787225|00060000
787226|00060000
787227|00060000
787228|00060000
787229|00060000
787230|00060000
787231|00060000
787232|00060000
787233|00060000
787234|00060000
787235|00060000
787236|00060000
787237|00060000
787238|00060000
787239|00060000
787240|00060000
787241|00060000
787242|00060000
787243|00060000
787244|00060000
787245|00060000
787246|00060000
787247|00060000
787248|00060000
787249|00060000
787250|00060000
787251|00060000
787252|00060000
787253|00060000
787254|00060000
787255|00060000
787256|00060000
787257|00060000
787258|00060000
787259|00060000
787260|00060000
787261|00060000
787262|00060000
787263|00060000
787264|00060000
787265|00060000
787266|00060000
787267|00060000
787268|00060000
787269|00060000
787270|00060000
787271|00060000
787272|00060000
787273|00060000
787274|00060000
787275|00060000
787276|00060000
787277|00060000
787278|00060000
787279|00060000
787280|00060000
787281|00060000
787282|00060000
787283|00060000
787284|00060000
787285|00060000
787286|00060000
787287|00060000
787288|00060000
787289|00060000
787290|00060000
787291|00060000
787292|00060000
787293|00060000
787294|00060000
787295|00060000
787296|00060000
787297|00060000
787298|00060000
787299|00060000
787300|00060000
787301|00060000
787302|00060000
787303|00060000
787304|00060000
787305|00060000
787306|00060000
787307|00060000
787322|00080000
787323|00080000
787324|00080000
787325|00080000
787326|00080000
787327|00080000
787328|00080000
787329|00080000
787330|00080000
787331|00080000
787332|00080000
787430|00080000
787486|00003900
787489|00003900
787502|00080000
787503|00080000
787504|00080000
787505|00080000
787506|00080000
787507|00003900
787508|00003900
787509|00003900
787510|00003900
787511|00003900
787512|00003900
787513|00003900
787514|00003900
787515|00003900
787516|00003900
787517|00003900
787518|00003900
787519|00003900
787565|00003900
787566|00003901
787567|00003901
787620|00003900
787784|00003900
787849|00003900
787867|00003900
787886|00003901
787896|00003900
787897|00003900
787898|00003900
787899|00003900
787900|00003900
787901|00003900
787902|00003900
787906|00003900
787925|00003900
787946|00070000
787947|00070000
787948|00070000
787949|00070000
787950|00070000
787953|00003900
787954|00003900
787984|00003900
787992|00060000
787996|00060000
788003|00060000
788012|00060000
788020|00060000
788081|00003900
788124|00060000
788212|00003900
788216|00003900
788244|00003900
788245|00003900
788246|00003900
788249|00003900
788250|00003900
788251|00003900
788252|00003900
788288|00003900
788289|00003900
788330|00003900
788331|00003900
788337|00003900
788338|00003900
788446|00003901
788447|00003901
788448|00003900
788458|00003900
788687|00003901
788704|00003900
788707|00003900
788708|00003900
788709|00003900
788710|00003900
788711|00003900
788712|00003900
788713|00003900
788714|00003900
788715|00003900
788716|00003900
788717|00003900
788718|00004100
788719|00003900
788720|00003900
788721|00003900
788722|00003900
788723|00003900
788724|00003900
788725|00003900
788729|00003900
788739|00003901
788740|00003900
788746|00003901
788748|00003901
788749|00003900
788753|00003900
788754|00003900
788755|00003900
788757|00003900
788758|00003900
788759|00003900
789645|00003900
789646|00003900
789647|00003900
789648|00003900
789649|00003900
789650|00003900
789651|00003900
789652|00003901
789654|00003900
789655|00003900
789656|00003900
789657|00003900
789658|00003900
789660|00003900
789661|00003900
789663|00060000
789664|00003900
789665|00003900
789666|00003900
789667|00003900
789668|00003900
789669|00003900
789670|00003900
789671|00003900
789678|00003900
789679|00003900
789692|00003900
789693|00003900
789694|00003900
789695|00003900
789696|00003900
789697|00003900
789698|00003900
789699|00003900
789700|00003900
789701|00003900
789702|00003900
789703|00003900
789704|00003900
789705|00003900
789706|00003900
789707|00003900
789708|00003900
789709|00003900
789710|00003900
789717|00003900
789718|00003900
789724|00003900
789725|00003900
789726|00003900
789727|00003900
789728|00003900
789748|00003900
789749|00003900
789750|00003900
789751|00003900
789752|00003900
789753|00003900
789754|00003900
789755|00003900
789756|00003900
789761|00003900
789762|00003900
789763|00003900
789764|00003900
789814|00003900
789815|00003900
789816|00003900
789817|00003900
789818|00003900
789819|00003900
789820|00003900
789821|00003900
789822|00003900
789823|00003900
789824|00003900
789825|00003900
789826|00003900
789827|00003900
789828|00003900
789829|00003900
789830|00003900
789831|00003900
789832|00003900
789833|00003900
789834|00003900
789845|00003900
789847|00003900
789848|00003900
789849|00003900
789850|00003900
789851|00003900
789858|00003900
789859|00003900
789862|00003900
789882|00003900
789883|00003900
789884|00003900
789885|00003900
789886|00003900
789887|00003900
789888|00003900
789889|00003900
789890|00003900
789891|00003900
789892|00003900
789894|00003900
789895|00003900
789896|00003900
789897|00003900
789898|00003900
789899|00003900
789900|00003900
789901|00003900
789902|00003900
789903|00003900
789904|00003900
789905|00003900
789906|00003900
789907|00003900
789908|00003900
789909|00003900
789910|00003900
789911|00003900
789912|00003900
789913|00003900
789914|00003900
789923|00003900
789924|00003900
789925|00003900
789926|00003900
789927|00003900
789928|00003900
789929|00003900
789930|00003900
789931|00003900
789932|00003900
789933|00003901
789934|00003900
789935|00003900
789936|00003900
789937|00003900
789938|00003901
789939|00003900
789940|00003900
789941|00003900
789942|00003900
789943|00003900
789947|00003900
789948|00003900
789949|00003900
789950|00003900
789951|00003900
789952|00003900
789955|00003900
789959|00003900
789961|00003900
789963|00003900
789964|00003901
789965|00003900
789967|00003900
789968|00003900
789969|00003900
789970|00003900
789971|00003900
789972|00003900
789973|00003900
789974|00003900
789975|00003900
789976|00003900
789977|00003900
789978|00003900
789979|00003900
789980|00003900
789981|00003900
789982|00003900
789983|00003900
789984|00003900
789986|00003900
789987|00003900
789989|00003901
789990|00003901
790323|00003900
790324|00003901
790326|00003900
790327|00003900
790332|00003900
790333|00003900
790336|00003900
790337|00003900
790339|00003901
790340|00003900
790341|00003900
790342|00003900
790343|00003900
790344|00003900
790345|00003900
790346|00003900
790347|00003900
790348|00003900
790349|00003900
790350|00003900
790351|00003900
790352|00003900
790353|00003900
790354|00003900
790355|00003900
790356|00003900
790361|00003900
790362|00003900
790383|00003900
790384|00003900
790398|00003900
790426|00003900
790441|00003900
790444|00003900
790461|00003900
790485|00003900
790486|00003900
790487|00003900
790488|00080000
790489|00080000
790523|00003900
790559|00003900
790575|00003900
790576|00003900
790577|00003900
790578|00003900
790591|00003900
790592|00003900
790595|00003900
790607|00080000
790608|00003900
790609|00080000
790610|00003900
790612|00003900
790613|00003900
790614|00003900
790615|00003900
790616|00003900
790617|00003900
790618|00003900
790623|00003900
790626|00003900
790627|00003900
790628|00003900
790629|00003900
790630|00003900
790633|00003900
790634|00003900
790635|00003900
790636|00003900
790637|00003900
790638|00003900
790639|00003900
790640|00003900
790642|00003900
790644|00003900
790645|00003900
790646|00003900
790649|00003900
790650|00003900
790651|00003900
790653|00003900
790654|00003900
790655|00003900
790657|00003900
790658|00003900
790659|00003900
790661|00003900
790663|00003900
790664|00003900
790665|00003900
790666|00003900
790667|00003900
790668|00003900
790669|00003900
790670|00003900
790671|00003900
790672|00003900
790673|00003900
790674|00003900
790675|00003900
790676|00003900
790677|00003900
790678|00003900
790679|00003900
790680|00003901
790681|00003900
790682|00003900
790683|00003900
790684|00003900
790685|00003900
790686|00003900
790687|00003900
790688|00003901
790689|00003900
790690|00003900
790691|00003900
790692|00003900
790693|00003900
790699|00003901
790700|00003900
790701|00003900
790702|00003900
790703|00003900
790704|00003900
790706|00003900
790707|00003900
790708|00003900
790709|00003900
790710|00003900
790711|00003900
790712|00003900
790713|00003900
790714|00003900
790715|00003900
790716|00003900
790717|00003900
790718|00003900
790719|00003900
790720|00003900
790721|00003900
790722|00003900
790723|00003900
790724|00003900
790725|00003900
790726|00003900
790727|00003900
790729|00003900
790730|00003900
790731|00003900
790732|00003900
790733|00003900
790735|00003900
790736|00003900
790737|00003900
790738|00003900
790759|00003900
790760|00003900
790761|00003900
790762|00003900
790763|00003900
790764|00003900
790765|00003900
790766|00003900
790767|00003900
790768|00003900
790769|00003900
790770|00003900
790771|00003900
790772|00003900
790774|00003900
790786|00003900
790790|00003900
790791|00003900
790820|00003900
790821|00003900
790823|00003900
790825|00003900
790828|00003900
790829|00003900
790831|00003900
790833|00003900
790834|00003900
790884|00003900
790885|00003901
790886|00003901
790888|00003900
790890|00003901
790891|00003901
790892|00003901
790893|00003900
790896|00003900
790897|00003900
790898|00003900
790899|00003900
790900|00003900
790978|00003900
790979|00003900
790980|00003900
790981|00003900
790982|00003900
790983|00003900
790984|00003900
790985|00003900
790986|00003900
790987|00003900
790988|00003900
790989|00003900
790990|00003900
790991|00003900
790992|00003900
790993|00003900
790994|00003900
790995|00003900
790996|00003900
790997|00003900
790998|00003900
790999|00003900
791000|00003900
791001|00003900
791002|00003900
791003|00003900
791016|00003900
791017|00003900
791018|00003900
791019|00003900
791020|00003900
791023|00003900
791024|00003900
791025|00003900
791028|00003900
791034|00003900
791035|00003900
791036|00003900
791037|00003900
791039|00003900
791040|00003901
791042|00003900
791043|00003901
791044|00003901
791045|00003901
791048|00003901
791049|00003901
791051|00003900
791052|00003901
791053|00003900
791054|00003900
791055|00003900
791056|00003900
791057|00003900
791058|00003901
791059|00003901
791061|00003900
791062|00003900
791063|00003900
791064|00003901
791065|00003900
791066|00003901
791068|00003900
791069|00003900
791070|00003900
791125|00003900
791126|00003900
791127|00003900
791208|00003900
791211|00003900
791212|00003901
791214|00003900
791246|00003901
791247|00003900
791248|00003901
791249|00003900
791250|00003900
791251|00003900
791260|00003900
791261|00003900
791262|00003900
791263|00003900
791264|00003900
791274|00003900
791285|00003900
791290|00003900
791291|00003900
791292|00003900
791293|00003900
791294|00003900
791295|00003900
791296|00003900
791297|00003900
791298|00003900
791301|00003901
791302|00003900
791303|00003901
791304|00003900
791437|00003900
791438|00003900
791439|00003900
791440|00003900
791441|00003900
791449|00060000
791451|00003900
791452|00003900
791538|00003900
791539|00003900
791540|00003900
791541|00003901
791542|00003900
791543|00003900
791544|00003900
791545|00003901
791546|00003901
791547|00003901
791548|00003900
791593|00003901
791597|00003900
791598|00003900
791655|00003900
791656|00003900
791657|00003900
791658|00003900
791659|00003900
791660|00003900
791743|00003900
791744|00003900
791745|00003900
791760|00003900
791761|00003900
791762|00003900
791763|00003901
791764|00003900
791765|00003901
791766|00003900
791824|00003900
791825|00003901
791826|00003900
791827|00003900
791828|00003900
791829|00003901
791830|00003900
791831|00003901
791832|00003901
791833|00003901
792001|00003900
792002|00003901
792008|00003900
792009|00003900
792010|00003900
792011|00003900
792012|00003900
792013|00003900
792016|00003900
792017|00003901
792018|00003900
792019|00003900
792024|00003900
792025|00003900
792026|00003900
792027|00003901
792029|00003900
792030|00003900
792031|00003901
792032|00004100
792035|00003900
792051|00003900
792052|00003901
792264|00003900
792272|00003900
792273|00003900
792274|00003900
792275|00003900
792276|00003900
792277|00003900
792278|00003900
792279|00003901
792280|00003900
792281|00003901
792498|00060000
792503|00003900
792504|00003901
792505|00003901
792506|00003900
792507|00003900
792508|00003900
792509|00003900
792524|00003900
792525|00003900
792526|00003900
792530|00003900
792531|00003900
792532|00003900
792533|00003900
792534|00003900
792535|00003900
792536|00003900
792552|00003900
792565|00060000
792566|00060000
792567|00060000
792568|00060000
792569|00060000
792570|00060000
792571|00060000
792572|00060000
792573|00060000
792574|00060000
792575|00003900
792576|00003900
792577|00003900
792578|00003900
792579|00003900
792591|00003900
792592|00003900
792697|00003900
792698|00003901
792699|00003900
792700|00003900
792701|00003901
792713|00003901
792714|00003900
792715|00003901
792716|00003900
792717|00003900
792718|00003901
792736|00003900
792750|00003900
792751|00003901
792805|00003900
792835|00003901
792836|00003900
792837|00003900
792838|00003900
