+0000000005612746+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000003
+0000000005611951+0000000000000004                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005638802+0000000000000001                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005638802+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004570247+0000000000000004                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000004574381+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005649493+0000000000000001                  18                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000002507663+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000002507663+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000002507663+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001301487+0000000000000002                  05                                                                                                                                                                                                                  CASA UNIFAMILIAR DE 1 PLANTA  Y 3 DORMIT+00000003+00000001
+0000000001301487+0000000000000003                  05                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000002
+0000000004811141+0000000000000005                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000004517264+0000000000000011                  06                                                                                                                                                                                                                                     PISO DE 6 DORMITORIOS+00000006+00000001
+0000000004811141+0000000000000003                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005408375+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001769403+0000000000000001                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 2 PLANTAS Y 5 DORMITOR+00000005+00000002
+0000000001433346+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001911944+0000000000000003                  02                                                                                                                                                                                                                  CHALET AISLADO DE 1 PLANTA  Y 4 DORMITOR+00000004+00000001
+0000000001870979+0000000000000001                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000001870979+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001911944+0000000000000004                  02                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000001769403+0000000000000003                  03                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000001883161+0000000000000001                  03                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000001769403+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 3 PLANTAS Y 4 DORMITOR+00000004+00000003
+0000000001537152+0000000000000007                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000000
+0000000001537152+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000000
+0000000000871152+0000000000000003                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 3 PLANTAS Y 8 DORMITOR+00000008+00000003
+0000000001893327+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001893327+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000001911944+0000000000000002                  02                                                                                                                                                                                                                  CHALET AISLADO DE 2 PLANTAS Y 1 DORMITOR+00000001+00000002
+0000000005140999+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005034593+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005034593+0000000000000004                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005087538+0000000000000004                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005087538+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005087538+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005502071+0000000000000001                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 3 PLANTAS Y 3 DORMITOR+00000003+00000003
+0000000005502188+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005502791+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005502791+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005503721+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005280228+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005503838+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005511928+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005518447+0000000000000001                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005452608+0000000000000008                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005518447+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005048542+0000000000000007                  07                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000002
+0000000005518681+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005518681+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005452608+0000000000000009                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000005518681+0000000000000004                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000005518816+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005518816+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005519008+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005048542+0000000000000006                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005536451+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005536451+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005398685+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005536451+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005536703+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005536703+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005542699+0000000000000001                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000005542699+0000000000000002                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005542699+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005542699+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004818515+0000000000000001                  05                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000005536685+0000000000000002                  05                                                                                                                                                                                                                  CASA UNIFAMILIAR DE 4 PLANTAS Y 3 DORMIT+00000003+00000004
+0000000005398685+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005564369+0000000000000001                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000005564369+0000000000000002                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005564486+0000000000000001                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005564486+0000000000000002                  13                                                                                                                                                                                                                                              APARCAMIENTO+00000000+00000000
+0000000005564504+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005564504+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005398685+0000000000000007                  07                                                                                                                                                                                                                              PISO DUPLEX DE 4 DORMITORIOS+00000004+00000001
+0000000005398685+0000000000000008                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005568035+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005568035+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005568035+0000000000000003                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005568035+0000000000000004                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005568035+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005568035+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005142607+0000000000000003                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005568035+0000000000000009                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005567950+0000000000000001                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005567950+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005175823+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000004810570+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 2 PLANTAS Y 3 DORMITOR+00000003+00000002
+0000000005570752+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005570752+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005570869+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001911944+0000000000000001                  02                                                                                                                                                                                                                  CHALET AISLADO DE 0 PLANTAS Y 4 DORMITOR+00000004+00000000
+0000000001354783+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000888430+0000000000000006                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000878391+0000000000000012                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001117214+0000000000000006                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000001193481+0000000000000003                  18                                                                                                                                                                                                                                                     OTROS+00000000+00000000
+0000000001734462+0000000000000003                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 3 PLANTAS Y 4 DORMITOR+00000004+00000003
+0000000001433094+0000000000000008                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000000
+0000000001117214+0000000000000005                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001425022+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000001719932+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001719932+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001719932+0000000000000004                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000000881435+0000000000000005                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001324555+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001687366+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001112860+0000000000000003                  02                                                                                                                                                                                                                  CHALET AISLADO DE 2 PLANTAS Y 4 DORMITOR+00000004+00000002
+0000000001354783+0000000000000003                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000001730931+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001750273+0000000000000002                  07                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000000888430+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000001750273+0000000000000001                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000001736889+0000000000000004                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 4 PLANTAS Y 4 DORMITOR+00000004+00000004
+0000000005649493+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005244571+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005247442+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005247559+0000000000000001                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005250954+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005250954+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005205700+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005252058+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005250954+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005252058+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005252058+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005252058+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005252058+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005024211+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004845872+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 2 PLANTAS Y 3 DORMITOR+00000003+00000002
+0000000005270314+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005024211+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005024211+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004756324+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005273040+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005273284+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005273302+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005273302+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
