+0000000051369601+0000000000044950                                      03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000000000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051465365+0000000000044700                                      03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000010000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051524441+0000000000042451                  02                  03                                                  +0                   1+0000000004400000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                                      03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                                      03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047625                                      03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047626                                      03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                  02                  03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                  02                  03                                                  +0                   1+0000000001056000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044486                  02                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044488                  02                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                  02                  03                                                  +0                   1+0000000001088000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003400+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047627                  02                  03                                                  +0                   1+0000000001088000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003400+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047625                  02                  03                                                  +0                   1+0000000001088000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003400+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050778811+0000000000047626                  02                  03                                                  +0                   1+0000000001088000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003400+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044487                  03                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044486                  03                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044486                  03                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044488                  03                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044487                  02                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050633709+0000000000044486                  02                  03                                                  +0                   1+0000000002500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000054317887+0000000000037396                  01                  03                                                  +0                   1+0000000004455000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000054317887+0000000000037398                  01                  03                                                  +0                   1+0000000004455000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050598099+0000000000041372                  02                  03                                                  +0                   1+0000000002200000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050598099+0000000000041373                  02                  03                                                  +0                   1+0000000002200000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050598099+0000000000041372                  02                  03                                                  +0                   1+0000000002200000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050598099+0000000000041373                  02                  03                                                  +0                   1+0000000002200000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000053843024+0000000000036829                  01                  03                                                  +0                   1+0000000002201750+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000053843024+0000000000036829                  01                  03                                                  +0                   1+0000000002201750+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000054317887+0000000000037397                  01                  03                                                  +0                   1+0000000004455000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000003300+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
